0,0,-80,-60,-62,-67,-68,-81, ,0,2.52E+00,3.92E+00,-2.52E-01,3.106842,-0.955544
0.262,0.004367,-80,-61,-64,-67,-68,-82, ,0,2.52E+00,3.35E+00,-1.86E+00,4.453869,-0.652742
0.524,0.008733,-81,-61,-63,-67,-68,-81, ,0,2.52E+00,4.12E+00,-5.40E-01,3.451023,-0.931382
0.786,0.0131,-80,-61,-63,-67,-67,-82, ,0,2.52E+00,4.18E+00,-3.15E-01,3.286136,-0.975118
1.048,0.017467,-79,-61,-63,-66,-68,-82, ,0,2.52E+00,2.16E+00,5.05E+00,2.553672,-2.434048
1.31,0.021833,-79,-61,-63,-67,-68,-82, ,0,2.52E+00,4.10E+00,2.10E-01,2.796042,-1.057266
1.572,0.0262,-80,-62,-62,-67,-68,-82, ,0,2.52E+00,3.95E+00,3.26E+00,1.611392,-1.756633
1.834,0.030567,-83,-61,-62,-66,-68,-83, ,0,2.52E+00,2.80E+00,4.38E+00,1.878313,-2.155508
2.096,0.034933,-86,-62,-62,-67,-67,-82, ,0,2.52E+00,4.21E+00,5.69E-01,2.584326,-1.13726
2.358,0.0393,-83,-62,-62,-66,-67,-81, ,0,2.52E+00,4.31E+00,5.20E-01,2.68414,-1.13637
2.62,0.043667,-82,-61,-62,-66,-67,-81, ,0,2.52E+00,-1.66E+00,-2.61E-02,4.893196,0.57738
2.882,0.048033,-83,-61,-62,-67,-67,-81, ,0,2.52E+00,4.16E+00,3.67E-01,2.706245,-1.093042
3.144,0.0524,-85,-61,-62,-66,-67,-82, ,0,2.52E+00,4.24E+00,4.92E-01,2.660485,-1.124837
3.406,0.056767,-85,-62,-62,-67,-67,-83, ,0,2.52E+00,4.20E+00,7.07E-01,2.472003,-1.163295
3.668,0.061133,-80,-62,-62,-67,-67,-84, ,0,2.52E+00,4.19E+00,5.54E-01,2.578468,-1.131781
3.93,0.0655,-85,-62,-61,-66,-67,-83, ,0,2.52E+00,4.06E+00,1.37E+00,1.926199,-1.294037
4.192,0.069867,-83,-63,-62,-67,-67,-83, ,0,2.52E+00,4.30E+00,1.86E+00,1.898939,-1.418238
4.454,0.074233,-83,-63,-62,-66,-67,-83, ,0,2.52E+00,3.67E+00,2.63E+00,1.150105,-1.59982
4.716,0.0786,-83,-63,-62,-66,-67,-83, ,0,2.52E+00,4.41E+00,1.71E+00,2.054315,-1.389912
4.978,0.082967,-83,-64,-62,-66,-68,-82, ,0,2.52E+00,4.10E+00,2.94E+00,1.629255,-1.672128
5.24,0.087333,-83,-64,-62,-66,-67,-82, ,0,2.52E+00,4.26E+00,2.61E+00,1.742894,-1.591844
5.502,0.0917,-84,-65,-61,-66,-67,-82, ,0,2.52E+00,2.11E+00,4.32E+00,1.849235,-2.278515
5.764,0.096067,-83,-64,-61,-66,-68,-81, ,0,2.52E+00,3.25E+00,3.55E+00,1.261571,-1.877752
6.026,0.100433,-81,-64,-59,-67,-68,-82, ,0,2.52E+00,1.94E+00,3.87E+00,1.467086,-2.178285
6.288,0.1048,-80,-62,-60,-67,-68,-81, ,0,2.52E+00,3.78E+00,1.93E+00,1.389414,-1.417116
6.55,0.109167,-79,-62,-59,-67,-68,-81, ,0,2.52E+00,-9.91E-01,2.42E+00,3.512349,1.471732
6.812,0.113533,-79,-62,-60,-67,-68,-81, ,0,2.52E+00,1.33E+00,-3.30E+00,5.935406,-0.225416
7.074,0.1179,-79,-62,-61,-66,-68,-82, ,0,2.52E+00,3.70E+00,2.10E+00,1.25345,-1.458701
7.336,0.122267,-79,-62,-61,-66,-68,-82, ,0,2.52E+00,4.17E+00,1.39E+00,1.993985,-1.306953
7.598,0.126633,-79,-63,-61,-66,-68,-82, ,0,2.52E+00,4.84E+00,-1.29E-02,3.432234,-1.088325
7.86,0.131,-79,-63,-61,-66,-68,-84, ,0,2.52E+00,3.54E+00,2.73E+00,1.040666,-1.630594
8.122,0.135367,-79,-63,-62,-66,-68,-83, ,0,2.52E+00,4.45E+00,1.57E+00,2.147481,-1.361223
8.384,0.139733,-79,-62,-61,-67,-68,-83, ,0,2.52E+00,4.24E+00,1.44E+00,2.027148,-1.322262
8.646,0.1441,-79,-63,-61,-66,-68,-83, ,0,2.52E+00,3.60E+00,2.65E+00,1.085819,-1.606243
8.908,0.148467,-81,-63,-62,-66,-68,-83, ,0,2.52E+00,4.17E+00,2.80E+00,1.67321,-1.63781
9.17,0.152833,-82,-62,-61,-66,-68,-83, ,0,2.52E+00,2.39E+00,4.88E+00,2.368328,-2.350728
9.432,0.1572,-81,-63,-61,-67,-68,-83, ,0,2.52E+00,4.23E+00,1.84E+00,1.837462,-1.41074
9.694,0.161567,-83,-63,-61,-67,-68,-83, ,0,2.52E+00,4.24E+00,2.08E+00,1.774224,-1.468082
9.956,0.165933,-83,-62,-62,-66,-68,-83, ,0,2.52E+00,3.53E+00,3.79E+00,1.621805,-1.914765
10.218,0.1703,-86,-63,-61,-66,-68,-82, ,0,2.52E+00,3.56E+00,2.75E+00,1.066342,-1.636351
10.48,0.174667,-81,-62,-61,-66,-69,-81, ,0,2.52E+00,3.21E+00,-6.19E-01,3.214752,-0.796956
10.742,0.179033,-79,-62,-61,-66,-68,-80, ,0,2.52E+00,2.35E+00,4.92E+00,2.407705,-2.36757
11.004,0.1834,-80,-62,-61,-66,-68,-80, ,0,2.52E+00,4.46E-01,-3.11E+00,6.003646,-0.079001
11.266,0.187767,-78,-63,-62,-66,-68,-79, ,0,2.52E+00,3.35E+00,3.99E+00,1.6894,-1.983536
11.528,0.192133,-77,-63,-61,-66,-68,-79, ,0,2.52E+00,3.53E+00,2.78E+00,1.042428,-1.643986
11.79,0.1965,-78,-63,-60,-66,-68,-80, ,0,2.52E+00,3.46E+00,2.90E+00,1.01633,-1.67884
12.052,0.200867,-82,-64,-59,-67,-68,-81, ,0,2.52E+00,3.95E+00,3.15E+00,1.560437,-1.729442
12.314,0.205233,-81,-65,-59,-67,-68,-81, ,0,2.52E+00,3.50E+00,-3.85E+00,6.443166,-0.502264
12.576,0.2096,-79,-65,-59,-68,-68,-80, ,0,2.52E+00,4.66E+00,2.88E+00,2.16584,-1.6479
12.838,0.213967,-82,-64,-60,-66,-69,-79, ,0,2.52E+00,3.32E+00,3.39E+00,1.18414,-1.827073
13.1,0.218333,-83,-63,-61,-66,-69,-79, ,0,2.52E+00,3.90E+00,2.44E+00,1.379187,-1.549602
13.362,0.2227,-79,-63,-62,-67,-68,-79, ,0,2.52E+00,3.64E+00,3.62E+00,1.573896,-1.864276
13.624,0.227067,-81,-63,-62,-66,-69,-79, ,0,2.52E+00,3.50E+00,2.82E+00,1.025876,-1.656101
13.886,0.231433,-81,-64,-61,-66,-68,-78, ,0,2.52E+00,3.47E+00,3.31E+00,1.230684,-1.793517
14.148,0.2358,-79,-63,-61,-66,-68,-79, ,0,2.52E+00,4.85E+00,1.53E-01,3.318843,-1.11636
14.41,0.240167,-79,-62,-60,-66,-68,-79, ,0,2.52E+00,3.66E+00,1.93E+00,1.277859,-1.411599
