Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, stddevDist, avgAng, stddevAng, avgDistMax, stddevDistMax, avgAngMax, stddevAngMax
6.000000e-01,1,1.000000e-01,500,multinomial,1.803531e+00,1.066947e+00,-1.360607e+00,2.389063e-01,1.856150e+00,1.105231e+00,-1.363990e+00,2.457739e-01
6.000000e-01,1,1.000000e-01,500,systematic,3.542720e+00,1.663870e+00,-1.508206e+00,8.473738e-01,3.537898e+00,1.682385e+00,-1.513426e+00,8.515856e-01
6.000000e-01,1,1.000000e-01,500,stratified,3.734717e+00,1.981001e+00,-9.541639e-01,9.096007e-01,3.761358e+00,2.002914e+00,-9.376040e-01,9.398632e-01
6.000000e-01,1,1.000000e-01,500,residual,5.422148e+00,2.414150e+00,-6.444118e-02,1.318387e+00,5.402153e+00,2.413627e+00,-5.158764e-02,1.355510e+00
6.000000e-01,1,1.000000e-01,1000,multinomial,3.730904e+00,1.917771e+00,-1.323517e+00,1.176028e+00,3.724164e+00,1.892796e+00,-1.362309e+00,1.150350e+00
6.000000e-01,1,1.000000e-01,1000,systematic,5.606169e+00,2.766547e+00,2.994177e-02,1.273444e+00,5.596662e+00,2.749053e+00,3.008082e-02,1.311622e+00
6.000000e-01,1,1.000000e-01,1000,stratified,4.731959e+00,2.675339e+00,-5.462447e-01,1.454434e+00,4.766923e+00,2.687774e+00,-5.546978e-01,1.452137e+00
6.000000e-01,1,1.000000e-01,1000,residual,5.453603e+00,2.989792e+00,-1.239675e-01,1.740367e+00,5.461824e+00,2.994966e+00,-1.038403e-01,1.754701e+00
6.000000e-01,1,1.000000e-01,3000,multinomial,3.199202e+00,2.016941e+00,-1.189788e+00,9.877623e-01,3.221605e+00,1.988851e+00,-1.212059e+00,1.006524e+00
6.000000e-01,1,1.000000e-01,3000,systematic,2.264279e+00,1.227836e+00,-1.550109e+00,3.325568e-01,2.324339e+00,1.258597e+00,-1.554802e+00,3.468456e-01
6.000000e-01,1,1.000000e-01,3000,stratified,2.475958e+00,1.242394e+00,-1.722372e+00,5.113291e-01,2.522412e+00,1.254268e+00,-1.736266e+00,5.238678e-01
6.000000e-01,1,1.000000e-01,3000,residual,3.459504e+00,2.099312e+00,-9.757867e-01,9.891805e-01,3.482093e+00,2.129754e+00,-9.508655e-01,1.025469e+00
