Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, avgAng, stddevDist, stddevAng, avgDistMax, avgAngMax, stddevDistMax, stddevAngMax
1,1,1.000000e-01,3000,stratified,2.888557e+00,1.392011e+00,-1.644444e+00,5.042074e-01,2.895539e+00,1.460108e+00,-1.611737e+00,6.124638e-01
1,1,1.000000e-01,3000,residual,2.867573e+00,1.609859e+00,-1.440299e+00,4.365071e-01,2.931899e+00,1.623547e+00,-1.434314e+00,4.772334e-01
1,1,1.000000e-01,5000,multinomial,3.479063e+00,1.908554e+00,-1.161118e+00,9.809007e-01,3.514972e+00,1.912862e+00,-1.166091e+00,1.005654e+00
1,1,1.000000e-01,5000,systematic,2.952636e+00,1.570162e+00,-1.446877e+00,5.885590e-01,2.986127e+00,1.638178e+00,-1.443977e+00,6.054042e-01
1,1,1.000000e-01,5000,stratified,3.056003e+00,1.443234e+00,-1.645755e+00,5.884349e-01,3.096368e+00,1.485061e+00,-1.616504e+00,6.688775e-01
1,1,1.000000e-01,5000,residual,3.579314e+00,1.609542e+00,-1.222717e+00,5.049075e-01,3.592661e+00,1.671860e+00,-1.235806e+00,5.185992e-01
1,1,1.000000e-01,7500,multinomial,3.620964e+00,1.689210e+00,-1.186071e+00,5.814324e-01,3.620925e+00,1.726558e+00,-1.188694e+00,6.080759e-01
1,1,1.000000e-01,7500,systematic,3.047026e+00,1.652775e+00,-1.426251e+00,4.503613e-01,3.097255e+00,1.678909e+00,-1.423711e+00,4.677146e-01
1,1,1.000000e-01,7500,stratified,2.939960e+00,1.627360e+00,-1.392459e+00,4.068350e-01,2.996278e+00,1.673587e+00,-1.365467e+00,5.155182e-01
1,1,1.000000e-01,7500,residual,3.066389e+00,1.633266e+00,-1.437383e+00,5.383021e-01,3.108049e+00,1.670815e+00,-1.440229e+00,5.444219e-01
1,1,1.000000e-01,10000,multinomial,3.077361e+00,1.480113e+00,-1.625446e+00,5.938674e-01,3.095053e+00,1.567629e+00,-1.601091e+00,7.407553e-01
1,1,1.000000e-01,10000,systematic,2.938840e+00,1.660611e+00,-1.390436e+00,5.807754e-01,2.994443e+00,1.670603e+00,-1.419836e+00,5.500216e-01
1,1,1.000000e-01,10000,stratified,2.897699e+00,1.531683e+00,-1.418417e+00,5.518757e-01,2.944314e+00,1.647535e+00,-1.420920e+00,5.689292e-01
1,1,1.000000e-01,10000,residual,2.941671e+00,1.421387e+00,-1.611328e+00,4.438429e-01,2.961555e+00,1.477347e+00,-1.615105e+00,4.943850e-01
1,1,3.000000e-01,500,multinomial,5.562691e+00,4.114329e+00,-4.472888e-01,1.337446e+00,5.630693e+00,4.090572e+00,-4.787449e-01,1.378618e+00
1,1,3.000000e-01,500,systematic,4.573108e+00,2.335485e+00,-4.430501e-01,1.374697e+00,4.523679e+00,2.319080e+00,-5.628633e-01,1.425606e+00
1,1,3.000000e-01,500,stratified,4.605519e+00,3.033728e+00,-7.736848e-01,1.526792e+00,4.744471e+00,3.026885e+00,-6.345625e-01,1.572922e+00
1,1,3.000000e-01,500,residual,5.797250e+00,4.117667e+00,-3.252969e-01,1.390196e+00,5.922180e+00,4.135638e+00,-3.458659e-01,1.421811e+00
1,1,3.000000e-01,1000,multinomial,4.678662e+00,2.898084e+00,-6.168477e-01,1.511490e+00,4.840296e+00,2.977864e+00,-4.969518e-01,1.580921e+00
1,1,3.000000e-01,1000,systematic,3.423559e+00,1.874161e+00,-1.001472e+00,1.336003e+00,3.525054e+00,1.973864e+00,-1.040308e+00,1.357042e+00
1,1,3.000000e-01,1000,stratified,4.911620e+00,3.301701e+00,-5.653766e-01,1.487875e+00,5.101394e+00,3.310429e+00,-4.038433e-01,1.554449e+00
1,1,3.000000e-01,1000,residual,5.870996e+00,3.691157e+00,-2.989229e-01,1.314784e+00,5.930735e+00,3.747004e+00,-2.954959e-01,1.382867e+00
1,1,3.000000e-01,3000,multinomial,5.651749e+00,4.168829e+00,-4.880748e-01,1.286487e+00,5.802908e+00,4.180127e+00,-4.243314e-01,1.378946e+00
1,1,3.000000e-01,3000,systematic,4.603200e+00,3.315683e+00,-7.321376e-01,1.418709e+00,4.693024e+00,3.348585e+00,-6.675260e-01,1.515456e+00
1,1,3.000000e-01,3000,stratified,4.783339e+00,3.200913e+00,-4.759676e-01,1.533173e+00,4.974975e+00,3.259917e+00,-4.728635e-01,1.541929e+00
1,1,3.000000e-01,3000,residual,4.714580e+00,3.385554e+00,-7.344440e-01,1.469821e+00,4.992835e+00,3.465479e+00,-5.528563e-01,1.571124e+00
1,1,3.000000e-01,5000,multinomial,4.881221e+00,3.568480e+00,-5.813276e-01,1.466543e+00,5.139967e+00,3.633794e+00,-4.659072e-01,1.556951e+00
1,1,3.000000e-01,5000,systematic,4.754772e+00,3.492925e+00,-7.163145e-01,1.472904e+00,4.780765e+00,3.458795e+00,-5.683391e-01,1.548438e+00
1,1,3.000000e-01,5000,stratified,3.887374e+00,2.278043e+00,-9.179536e-01,1.285264e+00,4.186781e+00,2.646678e+00,-7.561871e-01,1.385264e+00
1,1,3.000000e-01,5000,residual,4.702946e+00,3.323373e+00,-6.871151e-01,1.486833e+00,4.873085e+00,3.353189e+00,-5.189485e-01,1.607015e+00
1,1,3.000000e-01,7500,multinomial,4.742019e+00,3.325701e+00,-5.055388e-01,1.518810e+00,4.867221e+00,3.355220e+00,-4.686250e-01,1.590632e+00
1,1,3.000000e-01,7500,systematic,5.354587e+00,3.502598e+00,-4.579755e-01,1.295178e+00,5.510785e+00,3.613604e+00,-5.023185e-01,1.347729e+00
1,1,3.000000e-01,7500,stratified,4.703993e+00,3.315143e+00,-7.323863e-01,1.483108e+00,4.877845e+00,3.236755e+00,-5.270795e-01,1.639878e+00
1,1,3.000000e-01,7500,residual,4.659065e+00,3.251655e+00,-7.314709e-01,1.507488e+00,4.761759e+00,3.279401e+00,-5.405390e-01,1.594673e+00
1,1,3.000000e-01,10000,multinomial,4.923860e+00,3.404322e+00,-6.878792e-01,1.513785e+00,5.024794e+00,3.515491e+00,-5.325496e-01,1.616010e+00
1,1,3.000000e-01,10000,systematic,4.762409e+00,3.315858e+00,-4.515821e-01,1.561907e+00,4.778549e+00,3.226113e+00,-5.392551e-01,1.629296e+00
1,1,3.000000e-01,10000,stratified,4.323654e+00,2.841599e+00,-6.679952e-01,1.616172e+00,4.486947e+00,2.935978e+00,-5.429619e-01,1.675399e+00
1,1,3.000000e-01,10000,residual,4.965038e+00,3.456062e+00,-4.531157e-01,1.539369e+00,5.066513e+00,3.445936e+00,-5.291026e-01,1.571874e+00
1,1,5.000000e-01,500,multinomial,4.655204e+00,3.200766e+00,-5.391641e-01,1.495163e+00,5.010037e+00,3.176952e+00,-4.062793e-01,1.563081e+00
1,1,5.000000e-01,500,systematic,4.962134e+00,3.467881e+00,-5.178475e-01,1.393611e+00,5.402235e+00,3.822925e+00,-4.783656e-01,1.480898e+00
1,1,5.000000e-01,500,stratified,4.994054e+00,3.459905e+00,-4.685658e-01,1.455658e+00,5.031829e+00,3.400846e+00,-5.273883e-01,1.525798e+00
1,1,5.000000e-01,500,residual,5.233526e+00,3.587749e+00,-4.610643e-01,1.359514e+00,5.410396e+00,3.719273e+00,-4.458514e-01,1.443928e+00
1,1,5.000000e-01,1000,multinomial,4.761819e+00,3.385572e+00,-5.715930e-01,1.436190e+00,5.134755e+00,3.718969e+00,-5.462058e-01,1.498534e+00
1,1,5.000000e-01,1000,systematic,4.740903e+00,3.182187e+00,-3.892462e-01,1.417622e+00,5.130142e+00,3.277104e+00,-3.668601e-01,1.505206e+00
1,1,5.000000e-01,1000,stratified,4.845526e+00,3.405751e+00,-5.474192e-01,1.473906e+00,5.007071e+00,3.512688e+00,-5.951734e-01,1.501884e+00
1,1,5.000000e-01,1000,residual,4.835330e+00,3.473351e+00,-5.329561e-01,1.418383e+00,5.044675e+00,3.563809e+00,-4.622191e-01,1.518333e+00
1,1,5.000000e-01,3000,multinomial,4.844367e+00,3.430023e+00,-5.524002e-01,1.455700e+00,4.849613e+00,3.219018e+00,-5.544126e-01,1.576126e+00
1,1,5.000000e-01,3000,systematic,4.678295e+00,3.246484e+00,-5.421727e-01,1.451371e+00,5.144986e+00,3.317533e+00,-3.815173e-01,1.602168e+00
1,1,5.000000e-01,3000,stratified,4.244134e+00,3.088901e+00,-6.909154e-01,1.453766e+00,4.654028e+00,3.060698e+00,-6.739363e-01,1.512874e+00
1,1,5.000000e-01,3000,residual,4.551910e+00,3.108541e+00,-5.391912e-01,1.484079e+00,4.846140e+00,3.217775e+00,-4.647031e-01,1.580826e+00
1,1,5.000000e-01,5000,multinomial,4.578716e+00,3.172076e+00,-5.055121e-01,1.452420e+00,5.336291e+00,3.603621e+00,-4.469360e-01,1.523155e+00
1,1,5.000000e-01,5000,systematic,4.485744e+00,3.085367e+00,-5.971258e-01,1.466848e+00,5.243341e+00,3.525521e+00,-5.846072e-01,1.466288e+00
1,1,5.000000e-01,5000,stratified,4.337712e+00,3.151238e+00,-6.577864e-01,1.431600e+00,4.716203e+00,3.267114e+00,-7.781007e-01,1.466283e+00
1,1,5.000000e-01,5000,residual,4.812372e+00,3.629780e+00,-5.469577e-01,1.432659e+00,5.234702e+00,3.707901e+00,-5.306071e-01,1.482519e+00
1,1,5.000000e-01,7500,multinomial,4.516617e+00,3.203413e+00,-6.026572e-01,1.441681e+00,5.075339e+00,3.522024e+00,-4.381640e-01,1.563069e+00
1,1,5.000000e-01,7500,systematic,4.545593e+00,3.145291e+00,-6.053627e-01,1.427835e+00,5.112727e+00,3.508147e+00,-4.853816e-01,1.583043e+00
1,1,5.000000e-01,7500,stratified,4.500705e+00,3.162428e+00,-6.352485e-01,1.423072e+00,5.011311e+00,3.402518e+00,-5.803708e-01,1.543344e+00
1,1,5.000000e-01,7500,residual,4.544487e+00,3.160150e+00,-5.439869e-01,1.458346e+00,4.903420e+00,3.406992e+00,-5.188521e-01,1.537844e+00
1,1,5.000000e-01,10000,multinomial,4.554492e+00,3.152925e+00,-5.727639e-01,1.451137e+00,5.138916e+00,3.489472e+00,-4.165066e-01,1.575125e+00
1,1,5.000000e-01,10000,systematic,4.550520e+00,3.189132e+00,-5.767080e-01,1.430580e+00,4.957367e+00,3.375712e+00,-6.912500e-01,1.473262e+00
1,1,5.000000e-01,10000,stratified,4.473725e+00,3.168249e+00,-5.884287e-01,1.439051e+00,5.008895e+00,3.211299e+00,-4.247113e-01,1.560594e+00
1,1,5.000000e-01,10000,residual,4.490148e+00,3.117684e+00,-6.036178e-01,1.459272e+00,4.660741e+00,3.338253e+00,-6.498776e-01,1.522045e+00
1,1,7.000000e-01,500,multinomial,4.427560e+00,3.247860e+00,-6.006146e-01,1.410149e+00,5.014877e+00,3.445936e+00,-5.621646e-01,1.520628e+00
1,1,7.000000e-01,500,systematic,4.498568e+00,3.170764e+00,-6.049400e-01,1.363324e+00,5.289011e+00,3.465362e+00,-4.348686e-01,1.470060e+00
1,1,7.000000e-01,500,stratified,4.971936e+00,3.493007e+00,-4.388106e-01,1.409936e+00,5.235899e+00,3.635274e+00,-6.029932e-01,1.497198e+00
1,1,7.000000e-01,500,residual,4.344857e+00,3.169918e+00,-6.953877e-01,1.354898e+00,4.829990e+00,3.408646e+00,-6.609283e-01,1.462842e+00
1,1,7.000000e-01,1000,multinomial,4.322285e+00,3.213088e+00,-6.298448e-01,1.386576e+00,5.060068e+00,3.302939e+00,-5.210565e-01,1.530223e+00
1,1,7.000000e-01,1000,systematic,4.361797e+00,3.230228e+00,-6.342900e-01,1.397486e+00,5.002983e+00,3.406989e+00,-5.559117e-01,1.491870e+00
1,1,7.000000e-01,1000,stratified,4.447908e+00,3.169883e+00,-6.126039e-01,1.388374e+00,5.063906e+00,3.270077e+00,-4.631197e-01,1.568752e+00
1,1,7.000000e-01,1000,residual,4.385615e+00,3.231693e+00,-6.203059e-01,1.366667e+00,4.975094e+00,3.396363e+00,-5.338878e-01,1.473398e+00
1,1,7.000000e-01,3000,multinomial,4.374045e+00,3.252992e+00,-6.597673e-01,1.358035e+00,4.888319e+00,3.357300e+00,-6.072241e-01,1.503671e+00
1,1,7.000000e-01,3000,systematic,4.329844e+00,3.259743e+00,-6.102553e-01,1.364989e+00,5.077614e+00,3.389371e+00,-5.250010e-01,1.433589e+00
1,1,7.000000e-01,3000,stratified,4.376249e+00,3.236822e+00,-6.481396e-01,1.360414e+00,5.018266e+00,3.351126e+00,-5.851689e-01,1.540301e+00
1,1,7.000000e-01,3000,residual,4.364821e+00,3.206162e+00,-6.453863e-01,1.366330e+00,5.013488e+00,3.438468e+00,-5.608341e-01,1.468313e+00
1,1,7.000000e-01,5000,multinomial,4.399620e+00,3.236895e+00,-6.543052e-01,1.354445e+00,5.218274e+00,3.423611e+00,-5.188807e-01,1.436042e+00
1,1,7.000000e-01,5000,systematic,4.341082e+00,3.220148e+00,-6.641581e-01,1.366356e+00,5.166847e+00,3.481704e+00,-5.581839e-01,1.451787e+00
1,1,7.000000e-01,5000,stratified,4.295501e+00,3.198830e+00,-6.445599e-01,1.362019e+00,5.074875e+00,3.505071e+00,-4.904093e-01,1.509420e+00
1,1,7.000000e-01,5000,residual,4.388166e+00,3.232693e+00,-6.563196e-01,1.356836e+00,4.859529e+00,3.213670e+00,-6.323418e-01,1.460305e+00
1,1,7.000000e-01,7500,multinomial,4.329623e+00,3.188840e+00,-6.425486e-01,1.369673e+00,5.212200e+00,3.273661e+00,-4.209876e-01,1.501747e+00
1,1,7.000000e-01,7500,systematic,4.343451e+00,3.203947e+00,-6.512332e-01,1.358277e+00,5.464559e+00,3.287833e+00,-5.104171e-01,1.335561e+00
1,1,7.000000e-01,7500,stratified,4.364873e+00,3.217706e+00,-6.478125e-01,1.362037e+00,4.785945e+00,3.482659e+00,-6.341389e-01,1.479552e+00
1,1,7.000000e-01,7500,residual,4.353828e+00,3.196297e+00,-6.382457e-01,1.367164e+00,4.959281e+00,3.441203e+00,-5.689875e-01,1.500696e+00
1,1,7.000000e-01,10000,multinomial,4.315010e+00,3.212797e+00,-6.555692e-01,1.371087e+00,5.330538e+00,3.219025e+00,-4.000944e-01,1.547118e+00
1,1,7.000000e-01,10000,systematic,4.384363e+00,3.226069e+00,-6.681295e-01,1.366186e+00,5.575915e+00,3.960305e+00,-4.325106e-01,1.496564e+00
1,1,7.000000e-01,10000,stratified,4.320497e+00,3.238225e+00,-6.536661e-01,1.365876e+00,4.753840e+00,3.270277e+00,-5.221662e-01,1.566821e+00
1,1,7.000000e-01,10000,residual,4.347889e+00,3.242517e+00,-6.608183e-01,1.367696e+00,4.906665e+00,3.488721e+00,-6.688192e-01,1.470587e+00
1,1,9.000000e-01,500,multinomial,4.667138e+00,3.192148e+00,-4.519409e-01,1.335470e+00,5.200888e+00,3.370949e+00,-5.744250e-01,1.382427e+00
1,1,9.000000e-01,500,systematic,4.431176e+00,3.221448e+00,-5.879070e-01,1.320278e+00,5.356869e+00,3.505458e+00,-4.864663e-01,1.431813e+00
1,1,9.000000e-01,500,stratified,4.491879e+00,3.183652e+00,-5.779459e-01,1.332162e+00,5.311831e+00,3.447215e+00,-5.046278e-01,1.465145e+00
1,1,9.000000e-01,500,residual,4.607141e+00,3.185479e+00,-5.118504e-01,1.340251e+00,5.254095e+00,3.447673e+00,-4.817799e-01,1.494926e+00
1,1,9.000000e-01,1000,multinomial,4.396920e+00,3.168796e+00,-6.219548e-01,1.318602e+00,5.416488e+00,3.263978e+00,-4.602721e-01,1.390098e+00
1,1,9.000000e-01,1000,systematic,4.420415e+00,3.249840e+00,-6.079487e-01,1.316226e+00,5.477696e+00,3.647970e+00,-4.901511e-01,1.465579e+00
1,1,9.000000e-01,1000,stratified,4.379453e+00,3.167163e+00,-5.705222e-01,1.315123e+00,5.030986e+00,3.623011e+00,-6.219552e-01,1.348789e+00
1,1,9.000000e-01,1000,residual,4.388433e+00,3.177062e+00,-5.693862e-01,1.339973e+00,4.871590e+00,3.393169e+00,-6.314107e-01,1.451511e+00
1,1,9.000000e-01,3000,multinomial,4.380977e+00,3.226104e+00,-6.284970e-01,1.311940e+00,5.316299e+00,3.524932e+00,-4.769157e-01,1.443562e+00
1,1,9.000000e-01,3000,systematic,4.386914e+00,3.199466e+00,-6.219625e-01,1.299900e+00,5.204856e+00,3.522761e+00,-4.969027e-01,1.470704e+00
1,1,9.000000e-01,3000,stratified,4.386262e+00,3.199532e+00,-6.028808e-01,1.313094e+00,5.186084e+00,3.494867e+00,-4.902358e-01,1.493291e+00
1,1,9.000000e-01,3000,residual,4.373841e+00,3.195930e+00,-5.876433e-01,1.337641e+00,4.962185e+00,3.308469e+00,-5.496725e-01,1.490751e+00
1,1,9.000000e-01,5000,multinomial,4.418218e+00,3.210660e+00,-5.894446e-01,1.316143e+00,5.539128e+00,3.530353e+00,-4.472564e-01,1.453530e+00
1,1,9.000000e-01,5000,systematic,4.363738e+00,3.231359e+00,-5.645684e-01,1.341382e+00,5.402987e+00,3.432126e+00,-4.334272e-01,1.464704e+00
1,1,9.000000e-01,5000,stratified,4.373697e+00,3.181399e+00,-5.868817e-01,1.328018e+00,5.245215e+00,3.380254e+00,-4.794877e-01,1.463736e+00
1,1,9.000000e-01,5000,residual,4.380807e+00,3.208272e+00,-6.010321e-01,1.312979e+00,5.124032e+00,3.386190e+00,-5.108300e-01,1.492086e+00
1,1,9.000000e-01,7500,multinomial,4.380077e+00,3.200469e+00,-5.991714e-01,1.311169e+00,5.318298e+00,3.543189e+00,-5.483686e-01,1.401193e+00
1,1,9.000000e-01,7500,systematic,4.403772e+00,3.195171e+00,-6.073995e-01,1.313379e+00,5.239734e+00,3.479937e+00,-5.648843e-01,1.429377e+00
1,1,9.000000e-01,7500,stratified,4.373563e+00,3.207450e+00,-5.881729e-01,1.325762e+00,5.149655e+00,3.285012e+00,-5.241958e-01,1.498358e+00
1,1,9.000000e-01,7500,residual,4.364932e+00,3.187105e+00,-5.927811e-01,1.321951e+00,5.093783e+00,3.364447e+00,-5.330099e-01,1.431116e+00
1,1,9.000000e-01,10000,multinomial,4.385570e+00,3.191221e+00,-5.838832e-01,1.325644e+00,5.203057e+00,3.225939e+00,-5.179874e-01,1.450174e+00
1,1,9.000000e-01,10000,systematic,4.385060e+00,3.191147e+00,-5.961095e-01,1.319720e+00,5.373730e+00,3.523556e+00,-5.446835e-01,1.391104e+00
1,1,9.000000e-01,10000,stratified,4.357547e+00,3.194736e+00,-5.969691e-01,1.320266e+00,5.317753e+00,3.490012e+00,-4.346057e-01,1.454786e+00
1,1,9.000000e-01,10000,residual,4.408579e+00,3.201496e+00,-5.752585e-01,1.328434e+00,5.213226e+00,3.388806e+00,-4.969515e-01,1.524161e+00
1,1,1,500,multinomial,4.470068e+00,3.133618e+00,-5.553611e-01,1.334590e+00,5.305486e+00,3.314083e+00,-4.400557e-01,1.482716e+00
1,1,1,500,systematic,4.472358e+00,3.182725e+00,-6.268981e-01,1.315787e+00,5.313008e+00,3.337242e+00,-4.890548e-01,1.527417e+00
1,1,1,500,stratified,4.451157e+00,3.155560e+00,-5.689915e-01,1.292532e+00,5.193691e+00,3.293058e+00,-4.857269e-01,1.470556e+00
1,1,1,500,residual,4.384844e+00,3.146351e+00,-5.942444e-01,1.307678e+00,5.071343e+00,3.419395e+00,-6.077195e-01,1.421800e+00
1,1,1,1000,multinomial,4.423487e+00,3.118774e+00,-6.017285e-01,1.279484e+00,5.038718e+00,3.337749e+00,-5.158376e-01,1.464265e+00
1,1,1,1000,systematic,4.454615e+00,3.138074e+00,-5.827414e-01,1.303254e+00,5.358696e+00,3.444409e+00,-4.201866e-01,1.532016e+00
1,1,1,1000,stratified,4.367538e+00,3.122114e+00,-5.822405e-01,1.304401e+00,5.430548e+00,3.270027e+00,-3.662551e-01,1.537449e+00
1,1,1,1000,residual,4.503864e+00,3.113686e+00,-5.370635e-01,1.293789e+00,5.279803e+00,3.311251e+00,-4.647717e-01,1.486565e+00
1,1,1,3000,multinomial,4.382047e+00,3.191426e+00,-5.759418e-01,1.300972e+00,5.382225e+00,3.459072e+00,-4.508279e-01,1.444415e+00
1,1,1,3000,systematic,4.387472e+00,3.149457e+00,-5.833124e-01,1.291823e+00,4.995480e+00,3.318102e+00,-5.782167e-01,1.449694e+00
1,1,1,3000,stratified,4.379968e+00,3.182604e+00,-5.876004e-01,1.298237e+00,5.086550e+00,3.515744e+00,-6.126558e-01,1.461064e+00
1,1,1,3000,residual,4.412020e+00,3.148408e+00,-5.979818e-01,1.286988e+00,5.234363e+00,3.374562e+00,-4.806279e-01,1.459875e+00
1,1,1,5000,multinomial,4.385272e+00,3.170648e+00,-5.793733e-01,1.294759e+00,5.369159e+00,3.573477e+00,-5.213126e-01,1.455325e+00
1,1,1,5000,systematic,4.376906e+00,3.152114e+00,-5.944685e-01,1.292747e+00,5.351994e+00,3.302786e+00,-4.738186e-01,1.511988e+00
1,1,1,5000,stratified,4.391001e+00,3.153957e+00,-5.874221e-01,1.296210e+00,5.094843e+00,3.486035e+00,-4.992620e-01,1.460267e+00
1,1,1,5000,residual,4.402036e+00,3.171705e+00,-6.123726e-01,1.277775e+00,5.282622e+00,3.339108e+00,-4.938924e-01,1.494345e+00
1,1,1,7500,multinomial,4.428794e+00,3.172252e+00,-5.817933e-01,1.288682e+00,5.376930e+00,3.527216e+00,-4.355007e-01,1.506411e+00
1,1,1,7500,systematic,4.392398e+00,3.170570e+00,-6.099925e-01,1.280003e+00,5.237186e+00,3.402729e+00,-4.730761e-01,1.478029e+00
1,1,1,7500,stratified,4.366506e+00,3.172225e+00,-6.039110e-01,1.289749e+00,5.454772e+00,3.379758e+00,-4.255175e-01,1.411005e+00
1,1,1,7500,residual,4.372391e+00,3.167476e+00,-5.751700e-01,1.299642e+00,5.301499e+00,3.474019e+00,-4.597737e-01,1.505737e+00
1,1,1,10000,multinomial,4.378867e+00,3.181250e+00,-5.943701e-01,1.290807e+00,5.379260e+00,3.604073e+00,-5.145957e-01,1.489960e+00
1,1,1,10000,systematic,4.365972e+00,3.175929e+00,-6.064550e-01,1.292658e+00,5.290411e+00,3.302852e+00,-4.516715e-01,1.516223e+00
1,1,1,10000,stratified,4.385446e+00,3.165789e+00,-5.967445e-01,1.292022e+00,5.618101e+00,3.441784e+00,-3.742475e-01,1.452945e+00
1,1,1,10000,residual,4.408269e+00,3.150460e+00,-5.725964e-01,1.290810e+00,5.210016e+00,3.417669e+00,-5.534731e-01,1.499384e+00
2,1,1.000000e-01,500,multinomial,3.176014e+00,1.473035e+00,-1.405095e+00,1.087126e+00,3.152141e+00,1.518388e+00,-1.418245e+00,1.090881e+00
2,1,1.000000e-01,500,systematic,3.012694e+00,1.706692e+00,-1.354100e+00,3.741059e-01,3.080602e+00,1.788539e+00,-1.364906e+00,4.211557e-01
2,1,1.000000e-01,500,stratified,3.576159e+00,1.866854e+00,-1.162128e+00,8.178782e-01,3.635377e+00,1.922341e+00,-1.195006e+00,7.886435e-01
2,1,1.000000e-01,500,residual,3.490302e+00,1.754207e+00,-1.184026e+00,6.623795e-01,3.507188e+00,1.850434e+00,-1.173372e+00,7.343337e-01
2,1,1.000000e-01,1000,multinomial,2.982789e+00,1.696709e+00,-1.415678e+00,4.660949e-01,3.056222e+00,1.733905e+00,-1.411627e+00,5.231723e-01
2,1,1.000000e-01,1000,systematic,4.248633e+00,2.718386e+00,-8.399752e-01,1.485548e+00,4.267477e+00,2.787134e+00,-8.080384e-01,1.510855e+00
2,1,1.000000e-01,1000,stratified,3.233040e+00,1.989947e+00,-1.279777e+00,8.146275e-01,3.334511e+00,1.992473e+00,-1.247114e+00,9.065982e-01
2,1,1.000000e-01,1000,residual,3.187510e+00,1.517849e+00,-1.460831e+00,1.073053e+00,3.188936e+00,1.600525e+00,-1.429085e+00,1.148283e+00
2,1,1.000000e-01,3000,multinomial,3.322267e+00,1.933138e+00,-1.257361e+00,8.048378e-01,3.391833e+00,1.957035e+00,-1.277040e+00,8.199490e-01
2,1,1.000000e-01,3000,systematic,3.444706e+00,1.909072e+00,-1.174803e+00,7.758960e-01,3.507683e+00,1.880252e+00,-1.199456e+00,8.274158e-01
2,1,1.000000e-01,3000,stratified,3.124162e+00,1.647749e+00,-1.315288e+00,4.642802e-01,3.190263e+00,1.709455e+00,-1.310087e+00,5.294369e-01
2,1,1.000000e-01,3000,residual,3.489103e+00,1.853931e+00,-1.282836e+00,1.158306e+00,3.521577e+00,1.904673e+00,-1.280959e+00,1.216586e+00
2,1,1.000000e-01,5000,multinomial,3.465715e+00,1.724384e+00,-1.377482e+00,1.247656e+00,3.441183e+00,1.760356e+00,-1.404729e+00,1.204401e+00
2,1,1.000000e-01,5000,systematic,3.244819e+00,1.817550e+00,-1.336833e+00,7.018500e-01,3.250637e+00,1.838312e+00,-1.335773e+00,7.476045e-01
2,1,1.000000e-01,5000,stratified,3.294014e+00,1.861168e+00,-1.350757e+00,7.271650e-01,3.284160e+00,1.888755e+00,-1.358455e+00,7.594112e-01
2,1,1.000000e-01,5000,residual,3.174557e+00,1.836371e+00,-1.325377e+00,8.416115e-01,3.214733e+00,1.924679e+00,-1.342657e+00,8.560319e-01
2,1,1.000000e-01,7500,multinomial,3.103696e+00,1.969059e+00,-1.314192e+00,8.182591e-01,3.195639e+00,1.980543e+00,-1.317614e+00,8.807654e-01
2,1,1.000000e-01,7500,systematic,3.309764e+00,1.968842e+00,-1.274103e+00,8.764353e-01,3.371031e+00,1.958246e+00,-1.290492e+00,9.114943e-01
2,1,1.000000e-01,7500,stratified,2.876495e+00,1.667573e+00,-1.443651e+00,4.541049e-01,3.021603e+00,1.737577e+00,-1.432951e+00,5.704296e-01
2,1,1.000000e-01,7500,residual,3.214951e+00,1.887327e+00,-1.307494e+00,8.351397e-01,3.280729e+00,1.908256e+00,-1.350427e+00,8.532769e-01
2,1,1.000000e-01,10000,multinomial,3.867059e+00,1.845629e+00,-1.048834e+00,8.438026e-01,3.897530e+00,1.909237e+00,-1.049689e+00,9.153498e-01
2,1,1.000000e-01,10000,systematic,3.575692e+00,1.865430e+00,-1.180940e+00,1.238648e+00,3.637964e+00,1.916130e+00,-1.133792e+00,1.359846e+00
2,1,1.000000e-01,10000,stratified,3.374336e+00,1.925756e+00,-1.276993e+00,8.486592e-01,3.417416e+00,1.999631e+00,-1.284141e+00,8.996808e-01
2,1,1.000000e-01,10000,residual,3.395643e+00,1.928596e+00,-1.258685e+00,8.318005e-01,3.436962e+00,1.994728e+00,-1.248851e+00,8.975810e-01
2,1,3.000000e-01,500,multinomial,3.650615e+00,1.885344e+00,-9.496324e-01,1.463709e+00,3.870242e+00,2.031839e+00,-9.003234e-01,1.518220e+00
2,1,3.000000e-01,500,systematic,4.745535e+00,3.206171e+00,-5.414194e-01,1.555961e+00,4.937831e+00,3.271255e+00,-4.723996e-01,1.611420e+00
2,1,3.000000e-01,500,stratified,4.845845e+00,3.279902e+00,-4.952299e-01,1.595941e+00,4.954074e+00,3.298171e+00,-5.183682e-01,1.632707e+00
2,1,3.000000e-01,500,residual,4.849671e+00,3.252001e+00,-4.243236e-01,1.628316e+00,4.998247e+00,3.447191e+00,-4.505651e-01,1.593867e+00
2,1,3.000000e-01,1000,multinomial,4.725209e+00,3.231483e+00,-4.480712e-01,1.581006e+00,4.906609e+00,3.392407e+00,-4.865337e-01,1.617413e+00
2,1,3.000000e-01,1000,systematic,4.841029e+00,3.399805e+00,-6.957548e-01,1.510194e+00,5.078883e+00,3.469632e+00,-4.735581e-01,1.637872e+00
2,1,3.000000e-01,1000,stratified,4.787223e+00,3.252969e+00,-4.812511e-01,1.616296e+00,5.007654e+00,3.316129e+00,-4.761833e-01,1.608710e+00
