10,1,1.000000e-01,500,stratified,3.817323e+00,-1.192444e+00,2.066474e+00,1.548278e+00,4.179089e+00,-9.262501e-01,2.355900e+00,1.749615e+00
10,1,1.000000e-01,500,residual,3.492360e+00,-1.345119e+00,1.985315e+00,1.311748e+00,3.882012e+00,-1.059807e+00,2.360412e+00,1.603855e+00
10,1,1.000000e-01,1000,multinomial,3.663458e+00,-1.294808e+00,2.054489e+00,1.424350e+00,4.056656e+00,-9.138125e-01,2.446693e+00,1.694677e+00
10,1,1.000000e-01,1000,systematic,3.900007e+00,-1.153420e+00,2.080275e+00,1.617694e+00,4.263413e+00,-9.144696e-01,2.478602e+00,1.770845e+00
10,1,1.000000e-01,1000,stratified,3.795309e+00,-1.360095e+00,1.974164e+00,1.419609e+00,4.129221e+00,-9.702224e-01,2.425532e+00,1.742264e+00
10,1,1.000000e-01,1000,residual,3.893705e+00,-1.215447e+00,2.053688e+00,1.566789e+00,4.245151e+00,-7.566068e-01,2.458282e+00,1.828844e+00
10,1,1,500,multinomial,4.193991e+00,-6.663309e-01,2.899763e+00,1.224657e+00,5.135185e+00,-5.058580e-01,3.444479e+00,1.662214e+00
10,1,1,500,systematic,4.170131e+00,-6.657387e-01,2.871736e+00,1.212594e+00,5.124933e+00,-5.883998e-01,3.381869e+00,1.673246e+00
10,1,1,500,stratified,4.158623e+00,-6.313926e-01,2.887592e+00,1.230859e+00,5.175035e+00,-4.954019e-01,3.379251e+00,1.677273e+00
10,1,1,500,residual,4.205182e+00,-6.663670e-01,2.898221e+00,1.215337e+00,4.931300e+00,-6.150128e-01,3.341421e+00,1.639410e+00
10,1,1,1000,multinomial,4.170158e+00,-6.659949e-01,2.887987e+00,1.226464e+00,5.153325e+00,-5.419215e-01,3.391845e+00,1.655629e+00
10,1,1,1000,systematic,4.161945e+00,-6.671929e-01,2.873517e+00,1.217960e+00,5.148397e+00,-5.673714e-01,3.480672e+00,1.659369e+00
10,1,1,1000,stratified,4.161658e+00,-6.692768e-01,2.864713e+00,1.229348e+00,5.072514e+00,-5.342823e-01,3.339883e+00,1.663298e+00
10,1,1,1000,residual,4.164544e+00,-6.649636e-01,2.892486e+00,1.225220e+00,5.085208e+00,-5.439050e-01,3.482495e+00,1.675521e+00
10,2,1.000000e-01,500,multinomial,3.829602e+00,-1.278837e+00,2.051668e+00,1.499657e+00,4.075332e+00,-8.638471e-01,2.430793e+00,1.776937e+00
10,2,1.000000e-01,500,systematic,3.855161e+00,-1.243795e+00,2.057089e+00,1.552063e+00,4.145689e+00,-8.030360e-01,2.438721e+00,1.798637e+00
10,2,1.000000e-01,500,stratified,3.479918e+00,-1.352984e+00,1.927844e+00,1.328554e+00,3.864016e+00,-9.718348e-01,2.395224e+00,1.660028e+00
10,2,1.000000e-01,500,residual,3.534953e+00,-1.400876e+00,1.841486e+00,1.318637e+00,3.913182e+00,-1.035250e+00,2.243326e+00,1.651948e+00
10,2,1.000000e-01,1000,multinomial,3.776654e+00,-1.323729e+00,1.979022e+00,1.452199e+00,4.187615e+00,-7.905056e-01,2.406976e+00,1.781964e+00
10,2,1.000000e-01,1000,systematic,3.852612e+00,-1.239860e+00,2.049312e+00,1.549413e+00,4.243381e+00,-8.226278e-01,2.500658e+00,1.811678e+00
10,2,1.000000e-01,1000,stratified,3.574193e+00,-1.321399e+00,1.934056e+00,1.367489e+00,3.987371e+00,-9.646524e-01,2.386723e+00,1.697755e+00
10,2,1.000000e-01,1000,residual,3.834760e+00,-1.319192e+00,2.002230e+00,1.459830e+00,4.172333e+00,-9.287646e-01,2.447013e+00,1.767839e+00
10,2,1,500,multinomial,4.184126e+00,-6.557575e-01,2.883574e+00,1.228630e+00,5.023384e+00,-5.810856e-01,3.351468e+00,1.652171e+00
10,2,1,500,systematic,4.117346e+00,-6.691388e-01,2.869650e+00,1.228005e+00,5.085374e+00,-5.653917e-01,3.396954e+00,1.705051e+00
10,2,1,500,stratified,4.142180e+00,-6.620543e-01,2.818861e+00,1.218720e+00,5.074018e+00,-5.811419e-01,3.395686e+00,1.641163e+00
10,2,1,500,residual,4.118924e+00,-6.834028e-01,2.866683e+00,1.226514e+00,5.018507e+00,-5.786940e-01,3.412688e+00,1.649303e+00
10,2,1,1000,multinomial,4.153316e+00,-6.694136e-01,2.897528e+00,1.224271e+00,5.093022e+00,-5.477009e-01,3.417917e+00,1.679769e+00
10,2,1,1000,systematic,4.151857e+00,-6.660449e-01,2.849472e+00,1.224627e+00,5.192261e+00,-5.823583e-01,3.471126e+00,1.642911e+00
10,2,1,1000,stratified,4.138953e+00,-6.664689e-01,2.858626e+00,1.221338e+00,5.181085e+00,-5.270286e-01,3.445071e+00,1.674127e+00
10,2,1,1000,residual,4.149358e+00,-6.637100e-01,2.876005e+00,1.224742e+00,4.931561e+00,-6.043762e-01,3.343787e+00,1.685856e+00
