0.000000,0.000000,-80, -60, -62, -67, -68, -81, ,0,2.520000e+00,3.546544e+00,3.792742e+00,1.635135,-1.915350
0.262000,0.004367,-80, -61, -64, -67, -68, -82, ,0,2.520000e+00,3.669843e+00,-1.589945e+00,4.267761,-0.728888
0.524000,0.008733,-81, -61, -63, -67, -68, -81, ,0,2.520000e+00,4.100300e+00,2.955696e+00,1.639262,-1.676659
0.786000,0.013100,-80, -61, -63, -67, -67, -82, ,0,2.520000e+00,4.197552e+00,-4.198072e-01,3.384767,-0.959827
1.048000,0.017467,-79, -61, -63, -66, -68, -82, ,0,2.520000e+00,2.083079e+00,5.030288e+00,2.548028,-2.448933
1.310000,0.021833,-79, -61, -63, -67, -68, -82, ,0,2.520000e+00,4.786708e+00,8.979384e-01,2.787302,-1.244073
1.572000,0.026200,-80, -62, -62, -67, -68, -82, ,0,2.520000e+00,4.138618e+00,2.777124e+00,1.638913,-1.632845
1.834000,0.030567,-83, -61, -62, -66, -68, -83, ,0,2.520000e+00,2.823498e+00,4.379939e+00,1.884538,-2.153288
2.096000,0.034933,-86, -62, -62, -67, -67, -82, ,0,2.520000e+00,4.214251e+00,1.073282e+00,2.227887,-1.240110
2.358000,0.039300,-83, -62, -62, -66, -67, -81, ,0,2.520000e+00,4.222468e+00,5.118976e-01,2.632655,-1.126879
2.620000,0.043667,-82, -61, -62, -66, -67, -81, ,0,2.520000e+00,-1.707980e+00,6.159324e-02,4.890765,0.607194
2.882000,0.048033,-83, -61, -62, -67, -67, -81, ,0,2.520000e+00,4.186265e+00,3.489620e-01,2.736758,-1.092372
3.144000,0.052400,-85, -61, -62, -66, -67, -82, ,0,2.520000e+00,4.191530e+00,-2.749597e-02,3.046924,-1.024681
3.406000,0.056767,-85, -62, -62, -67, -67, -83, ,0,2.520000e+00,4.195223e+00,8.241978e-01,2.383719,-1.186655
3.668000,0.061133,-80, -62, -62, -67, -67, -84, ,0,2.520000e+00,4.224741e+00,1.106222e+00,2.214703,-1.247868
3.930000,0.065500,-85, -62, -61, -66, -67, -83, ,0,2.520000e+00,4.174571e+00,1.087977e+00,2.188217,-1.240340
4.192000,0.069867,-83, -63, -62, -67, -67, -83, ,0,2.520000e+00,4.203067e+00,8.480219e-01,2.372388,-1.192188
4.454000,0.074233,-83, -63, -62, -66, -67, -83, ,0,2.520000e+00,3.620314e+00,2.621322e+00,1.104969,-1.598776
4.716000,0.078600,-83, -63, -62, -66, -67, -83, ,0,2.520000e+00,3.528420e+00,2.718252e+00,1.027723,-1.626924
4.978000,0.082967,-83, -64, -62, -66, -68, -82, ,0,2.520000e+00,2.929241e+00,4.212926e+00,1.741688,-2.094837
5.240000,0.087333,-83, -64, -62, -66, -67, -82, ,0,2.520000e+00,4.248947e+00,4.935691e-01,2.663772,-1.125778
5.502000,0.091700,-84, -65, -61, -66, -67, -82, ,0,2.520000e+00,1.254451e+00,4.427081e+00,2.288793,-2.559764
5.764000,0.096067,-83, -64, -61, -66, -68, -81, ,0,2.520000e+00,-9.260144e-01,3.409687e+00,3.559011,2.336190
6.026000,0.100433,-81, -64, -59, -67, -68, -82, ,0,2.520000e+00,1.251908e+00,4.004053e+00,1.952042,-2.440841
6.288000,0.104800,-80, -62, -60, -67, -68, -81, ,0,2.520000e+00,1.429887e+00,-3.264291e+00,5.886117,-0.242343
6.550000,0.109167,-79, -62, -59, -67, -68, -81, ,0,2.520000e+00,4.045387e+00,3.063150e+00,1.619203,-1.704262
6.812000,0.113533,-79, -62, -60, -67, -68, -81, ,0,2.520000e+00,1.774437e+00,-3.076259e+00,5.645704,-0.307048
7.074000,0.117900,-79, -62, -61, -66, -68, -82, ,0,2.520000e+00,5.570994e-01,-3.122821e+00,5.974480,-0.098408
7.336000,0.122267,-79, -62, -61, -66, -68, -82, ,0,2.520000e+00,4.154553e+00,1.349192e+00,2.010611,-1.296107
7.598000,0.126633,-79, -63, -61, -66, -68, -82, ,0,2.520000e+00,3.992793e+00,2.284045e+00,1.491574,-1.511770
7.860000,0.131000,-79, -63, -61, -66, -68, -84, ,0,2.520000e+00,-1.349668e-01,-3.269595e+00,6.369322,0.023308
8.122000,0.135367,-79, -63, -62, -66, -68, -83, ,0,2.520000e+00,2.424170e+00,4.842119e+00,2.324095,-2.334697
8.384000,0.139733,-79, -62, -61, -67, -68, -83, ,0,2.520000e+00,4.193007e+00,1.024221e+00,2.244172,-1.228137
8.646000,0.144100,-79, -63, -61, -66, -68, -83, ,0,2.520000e+00,3.551439e+00,2.799390e+00,1.068609,-1.649304
8.908000,0.148467,-81, -63, -62, -66, -68, -83, ,0,2.520000e+00,3.549737e+00,2.734529e+00,1.051846,-1.631158
9.170000,0.152833,-82, -62, -61, -66, -68, -83, ,0,2.520000e+00,-4.773781e+00,4.903853e+00,7.673461,2.033935
9.432000,0.157200,-81, -63, -61, -67, -68, -83, ,0,2.520000e+00,4.786780e+00,-7.275363e-01,3.960402,-0.974688
9.694000,0.161567,-83, -63, -61, -67, -68, -83, ,0,2.520000e+00,4.194314e+00,1.603282e+00,1.908848,-1.355618
9.956000,0.165933,-83, -62, -62, -66, -68, -83, ,0,2.520000e+00,4.165789e+00,2.881047e+00,1.684926,-1.657250
10.218000,0.170300,-86, -63, -61, -66, -68, -82, ,0,2.520000e+00,4.011976e+00,2.358500e+00,1.500691,-1.530564
10.480000,0.174667,-81, -62, -61, -66, -69, -81, ,0,2.520000e+00,3.202086e+00,-6.509224e-01,3.243453,-0.790288
10.742000,0.179033,-79, -62, -61, -66, -68, -80, ,0,2.520000e+00,4.164206e+00,1.484064e+00,1.943342,-1.326974
11.004000,0.183400,-80, -62, -61, -66, -68, -80, ,0,2.520000e+00,4.517692e-01,-3.084203e+00,5.973665,-0.080439
11.266000,0.187767,-78, -63, -62, -66, -68, -79, ,0,2.520000e+00,2.807603e+00,4.309806e+00,1.812766,-2.138324
11.528000,0.192133,-77, -63, -61, -66, -68, -79, ,0,2.520000e+00,-6.857969e-02,-3.298125e+00,6.367992,0.011787
11.790000,0.196500,-78, -63, -60, -66, -68, -80, ,0,2.520000e+00,-1.109666e+00,2.762986e+00,3.637790,1.786366
12.052000,0.200867,-82, -64, -59, -67, -68, -81, ,0,2.520000e+00,1.042540e+00,3.948410e+00,2.055053,-2.511106
12.314000,0.205233,-81, -65, -59, -67, -68, -81, ,0,2.520000e+00,3.869616e+00,3.302264e+00,1.559936,-1.770264
12.576000,0.209600,-79, -65, -59, -68, -68, -80, ,0,2.520000e+00,3.448744e+00,-3.932432e+00,6.518930,-0.490855
12.838000,0.213967,-82, -64, -60, -66, -69, -79, ,0,2.520000e+00,-3.964381e-01,3.562232e+00,3.097072,2.778119
13.100000,0.218333,-83, -63, -61, -66, -69, -79, ,0,2.520000e+00,-1.670229e+00,2.115062e+00,4.209750,1.332941
13.362000,0.222700,-79, -63, -62, -67, -68, -79, ,0,2.520000e+00,-2.018396e+00,1.572847e+00,4.636177,1.132042
13.624000,0.227067,-81, -63, -62, -66, -69, -79, ,0,2.520000e+00,2.849856e+00,4.321151e+00,1.831106,-2.134424
