Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, stddevDist, avgAng, stddevAng, avgDistMax, stddevDistMax, avgAngMax, stddevAngMax
1.000000e-01,1,1.000000e-01,250,multinomial,3.369482e+00,1.590478e+00,-1.503621e+00,4.559195e-01,3.407199e+00,1.599025e+00,-1.494612e+00,4.686764e-01
1.000000e-01,1,1.000000e-01,250,systematic,8.616863e+00,2.648556e+00,-2.073350e-01,1.470338e-01,8.611434e+00,2.645913e+00,-2.090476e-01,1.663901e-01
1.000000e-01,1,1.000000e-01,250,stratified,8.959590e+00,1.713083e+00,1.925934e+00,9.264526e-01,8.969177e+00,1.705941e+00,1.922845e+00,9.267991e-01
1.000000e-01,1,1.000000e-01,250,residual,2.991616e+00,9.869802e-01,-1.734620e+00,5.996482e-01,2.998173e+00,9.741287e-01,-1.745004e+00,5.968585e-01
1.000000e-01,1,1.000000e-01,500,multinomial,2.796194e+00,1.377694e+00,-1.379472e+00,3.808075e-01,2.837514e+00,1.392813e+00,-1.379382e+00,4.063256e-01
1.000000e-01,1,1.000000e-01,500,systematic,4.803479e+00,2.585764e+00,-5.694349e-01,1.614375e+00,4.826961e+00,2.587371e+00,-5.748623e-01,1.613509e+00
1.000000e-01,1,1.000000e-01,500,stratified,3.398232e+00,1.493459e+00,-1.258462e+00,2.224472e-01,3.419130e+00,1.472974e+00,-1.256457e+00,2.270272e-01
1.000000e-01,1,1.000000e-01,500,residual,3.405709e+00,2.102243e+00,-1.104765e+00,3.783494e-01,3.421623e+00,2.099469e+00,-1.098627e+00,3.940677e-01
1.000000e-01,1,1.000000e-01,1000,multinomial,2.850328e+00,1.199294e+00,-1.513206e+00,4.012802e-01,2.866296e+00,1.213064e+00,-1.510489e+00,4.166292e-01
1.000000e-01,1,1.000000e-01,1000,systematic,1.062038e+01,3.962349e+00,-3.454247e-01,3.150193e-01,1.063418e+01,3.934306e+00,-3.363367e-01,3.249454e-01
1.000000e-01,1,1.000000e-01,1000,stratified,4.059660e+00,1.589524e+00,-1.021531e+00,1.559904e+00,4.093903e+00,1.582414e+00,-1.033323e+00,1.564257e+00
1.000000e-01,1,1.000000e-01,1000,residual,3.047088e+00,1.502724e+00,-1.318618e+00,4.212077e-01,3.066643e+00,1.490192e+00,-1.332276e+00,4.083919e-01
1.000000e-01,1,1.000000e-01,3000,multinomial,4.075263e+00,1.876412e+00,-1.593678e+00,1.326021e+00,4.093582e+00,1.859506e+00,-1.676216e+00,1.228281e+00
1.000000e-01,1,1.000000e-01,3000,systematic,3.695737e+00,1.225682e+00,-1.352945e+00,1.241789e+00,3.701128e+00,1.273303e+00,-1.404360e+00,1.168844e+00
1.000000e-01,1,1.000000e-01,3000,stratified,2.786951e+00,1.200986e+00,-1.647300e+00,4.250599e-01,2.800992e+00,1.224590e+00,-1.649740e+00,4.252759e-01
1.000000e-01,1,1.000000e-01,3000,residual,4.584280e+00,3.167195e+00,-1.581293e+00,3.925041e-01,4.604139e+00,3.170551e+00,-1.579972e+00,4.136359e-01
1.000000e-01,1,1.000000e-01,5000,multinomial,3.549454e+00,1.655585e+00,-9.423735e-01,1.652739e+00,3.556463e+00,1.647094e+00,-9.384253e-01,1.649148e+00
1.000000e-01,1,1.000000e-01,5000,systematic,5.811058e+00,2.130230e+00,5.742682e-01,1.532680e+00,5.832825e+00,2.102928e+00,5.695998e-01,1.547334e+00
1.000000e-01,1,1.000000e-01,5000,stratified,4.536337e+00,1.758149e+00,-8.786407e-01,1.612457e+00,4.553970e+00,1.751043e+00,-8.184157e-01,1.634249e+00
1.000000e-01,1,1.000000e-01,5000,residual,4.240866e+00,1.754398e+00,-5.957614e-01,1.251574e+00,4.257266e+00,1.751815e+00,-5.650210e-01,1.278305e+00
1.000000e-01,1,1.000000e-01,7500,multinomial,2.642799e+00,1.379978e+00,-1.417844e+00,2.652360e-01,2.665272e+00,1.427206e+00,-1.403278e+00,3.343858e-01
1.000000e-01,1,1.000000e-01,7500,systematic,3.071427e+00,1.144759e+00,-1.635671e+00,4.391763e-01,3.117198e+00,1.136604e+00,-1.635044e+00,4.726004e-01
1.000000e-01,1,1.000000e-01,7500,stratified,3.731362e+00,1.440682e+00,-6.341603e-01,1.881412e+00,3.773138e+00,1.445906e+00,-7.076101e-01,1.854847e+00
1.000000e-01,1,1.000000e-01,7500,residual,2.754302e+00,1.039736e+00,-1.738583e+00,5.640878e-01,2.795238e+00,1.035944e+00,-1.706375e+00,6.729990e-01
1.000000e-01,1,1.000000e-01,10000,multinomial,2.817828e+00,1.141208e+00,-1.545382e+00,8.740624e-01,2.840146e+00,1.149805e+00,-1.486145e+00,9.779769e-01
1.000000e-01,1,1.000000e-01,10000,systematic,3.971296e+00,1.558050e+00,-1.184455e+00,2.336282e-01,4.008087e+00,1.536129e+00,-1.187361e+00,2.471039e-01
1.000000e-01,1,1.000000e-01,10000,stratified,2.541637e+00,1.268849e+00,-1.331476e+00,2.167325e-01,2.578130e+00,1.274344e+00,-1.336180e+00,2.898183e-01
1.000000e-01,1,1.000000e-01,10000,residual,3.775718e+00,1.620667e+00,-4.024044e-01,1.831817e+00,3.804790e+00,1.646787e+00,-4.039266e-01,1.830012e+00
1.000000e-01,1,5.000000e-01,250,multinomial,4.627500e+00,2.367994e+00,-7.681215e-01,1.094807e+00,4.723728e+00,2.437906e+00,-8.017828e-01,1.101174e+00
1.000000e-01,1,5.000000e-01,250,systematic,1.817703e+01,8.747619e+00,6.191207e-01,7.156698e-01,1.819447e+01,8.721357e+00,6.206278e-01,7.280925e-01
1.000000e-01,1,5.000000e-01,250,stratified,4.284586e+00,2.547307e+00,-5.232540e-01,1.552498e+00,4.436828e+00,2.543288e+00,-5.476463e-01,1.565634e+00
1.000000e-01,1,5.000000e-01,250,residual,5.149683e+00,3.568420e+00,-6.222692e-01,1.233927e+00,5.366211e+00,3.485672e+00,-5.888401e-01,1.301625e+00
1.000000e-01,1,5.000000e-01,500,multinomial,1.640055e+01,8.052083e+00,-7.090679e-01,8.734938e-01,1.641183e+01,8.009851e+00,-6.593036e-01,9.264221e-01
1.000000e-01,1,5.000000e-01,500,systematic,3.929609e+00,2.152361e+00,-7.828814e-01,1.365594e+00,4.273385e+00,2.530750e+00,-8.488224e-01,1.358485e+00
1.000000e-01,1,5.000000e-01,500,stratified,8.588119e+00,4.580948e+00,-1.375335e-01,8.902478e-01,8.775849e+00,4.441454e+00,-1.118025e-01,9.256538e-01
1.000000e-01,1,5.000000e-01,500,residual,6.952301e+00,4.794207e+00,-3.720938e-01,1.365791e+00,7.010977e+00,4.779792e+00,-3.389535e-01,1.364386e+00
1.000000e-01,1,5.000000e-01,1000,multinomial,4.982421e+00,3.363554e+00,-5.824334e-01,1.346347e+00,5.206172e+00,3.432725e+00,-5.691563e-01,1.395189e+00
1.000000e-01,1,5.000000e-01,1000,systematic,4.801409e+00,3.025636e+00,-4.784050e-01,1.541262e+00,4.998114e+00,3.088398e+00,-5.038740e-01,1.593775e+00
1.000000e-01,1,5.000000e-01,1000,stratified,5.371850e+00,3.398080e+00,-3.653511e-01,1.508264e+00,5.562579e+00,3.277947e+00,-3.011241e-01,1.544662e+00
1.000000e-01,1,5.000000e-01,1000,residual,4.915268e+00,3.135671e+00,-2.568647e-01,1.774119e+00,5.198322e+00,3.208046e+00,-1.751607e-01,1.789642e+00
1.000000e-01,1,5.000000e-01,3000,multinomial,4.638760e+00,3.111226e+00,-5.397224e-01,1.516965e+00,4.942324e+00,3.507558e+00,-5.979653e-01,1.498295e+00
1.000000e-01,1,5.000000e-01,3000,systematic,4.653627e+00,3.146281e+00,-5.454982e-01,1.463020e+00,4.810904e+00,3.074552e+00,-6.290071e-01,1.435927e+00
1.000000e-01,1,5.000000e-01,3000,stratified,5.145162e+00,3.408415e+00,-3.766959e-01,1.514526e+00,5.312862e+00,3.411988e+00,-4.468772e-01,1.552774e+00
1.000000e-01,1,5.000000e-01,3000,residual,4.793591e+00,3.302297e+00,-4.630187e-01,1.522070e+00,5.065773e+00,3.290788e+00,-4.837599e-01,1.586784e+00
1.000000e-01,1,5.000000e-01,5000,multinomial,5.034941e+00,3.256433e+00,-3.486283e-01,1.375194e+00,4.969733e+00,3.371094e+00,-4.623971e-01,1.511649e+00
1.000000e-01,1,5.000000e-01,5000,systematic,5.187530e+00,3.509363e+00,-4.112438e-01,1.395751e+00,5.640925e+00,3.795584e+00,-4.249862e-01,1.409512e+00
1.000000e-01,1,5.000000e-01,5000,stratified,5.007052e+00,3.234669e+00,-4.287370e-01,1.340813e+00,5.036547e+00,3.247556e+00,-4.500356e-01,1.369904e+00
