NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
-0.99072,1.3326,27.069,-2.4358,-2.4358,24.438,-3.8049,7.0705
-1.9434,0.95253,23.769,-7.8518,-7.8518,21.195,-3.7937,6.9749
-2.6384,1.0829,18.321,-6.0251,-6.0251,19.492,-5.3492,4.4218
-3.0744,1.2607,16.557,-4.8862,-4.8862,19.096,-5.8956,3.7536
-3.0093,0.91518,16.598,-5.5243,-5.5243,21.009,-6.1648,0.19774
-3.3878,0.76839,14.393,-5.4605,-5.4605,19.77,-7.1111,0.20213
-3.2278,0.3809,14.375,-6.624,-6.624,19.634,-9.3336,2.8337
-3.6727,0.70201,13.425,-6.2303,-6.2303,20.76,-7.3139,-0.056204
-3.2721,0.3692,12.431,-6.165,-6.165,18.194,-6.5815,-1.3523
-3.6137,-0.02272,12.915,-6.418,-6.418,17.326,-4.662,5.0394
-4.2872,0.54031,9.8081,-6.1126,-6.1126,17.39,-5.7799,5.5335
-4.6744,0.84918,7.4921,-5.5843,-5.5843,16.063,-5.8633,5.4727
-4.6679,0.56096,7.4333,-5.8194,-5.8194,16.86,-7.278,6.1034
-4.9309,0.69704,6.0969,-4.4523,-4.4523,16.446,-6.0304,3.422
-5.0147,0.92476,5.8773,-3.1368,-3.1368,16.428,-7.0234,3.293
-5.2308,0.92352,4.4824,-3.2435,-3.2435,14.243,-7.164,2.7453
-5.3987,1.0322,4.2045,-2.637,-2.637,14.73,-6.5429,2.863
-5.5279,1.259,4.2316,-2.4605,-2.4605,15.072,-5.5481,6.6446
-5.4423,0.83732,4.4641,-3.312,-3.312,17.532,-5.1576,4.6426
-5.1879,0.089563,5.1214,-4.4506,-4.4506,18.56,-5.4226,5.0424
-4.9907,0.071519,5.7463,-4.0713,-4.0713,16.797,-7.2459,-0.55104
-4.9953,-0.45962,5.7097,-4.4408,-4.4408,15.286,-7.881,0.2377
-4.7368,-0.6303,5.3928,-5.1509,-5.1509,15.217,-6.1442,2.9518
-4.7843,-0.91836,5.4404,-4.816,-4.816,15.072,-7.2854,1.9056
-4.9194,-0.88601,4.5564,-3.9218,-3.9218,12.537,-6.954,3.6134
-5.1291,-1.3846,5.3891,-4.0462,-4.0462,12.715,-6.2305,2.1927
