NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
0.088187,1.4829,27.711,8.0038,8.0038,32.995,-2.821,-5.8992
-0.63737,1.6801,28.569,6.1923,6.1923,28.828,-2.5712,-6.4157
-1.3335,1.7044,21.44,6.5242,6.5242,28.06,-7.2139,3.1549
-2.2189,0.65234,18.558,2.2651,2.2651,25.573,5.4938,9.0983
-2.3342,-1.0565,19.489,1.6031,1.6031,20.166,-3.1028,-4.6277
-3.4503,-1.7623,14.561,-3.6583,-3.6583,14.9,-3.7424,-4.2033
-4.5351,-1.6999,9.5301,-7.0525,-7.0525,12.349,-1.6651,-4.7526
-4.7146,-1.8238,9.7783,-8.6875,-8.6875,10.727,-1.3975,-4.5861
-3.9517,-2.2282,9.3457,-7.3299,-7.3299,8.2869,-1.0695,-4.5159
-4.6693,-1.6917,9.337,-8.1818,-8.1818,8.7337,-2.7072,-4.1964
-4.8621,-1.607,8.6929,-7.4845,-7.4845,8.1595,-5.372,-3.0349
-4.9037,-1.4618,6.2486,-6.4354,-6.4354,8.1775,-5.2248,-2.949
-4.9672,-1.4303,7.0676,-6.8975,-6.8975,8.4669,-5.2777,-2.3926
-5.3536,-1.2537,6.4599,-6.1727,-6.1727,7.5713,-5.1582,-2.3567
-5.3436,-0.97994,7.1765,-6.8502,-6.8502,8.7534,-5.4911,-2.5476
-5.0043,-1.3696,6.4874,-6.7482,-6.7482,9.1533,-5.6681,-2.8258
-5.5386,-0.91832,5.8687,-6.0878,-6.0878,8.1614,-2.6257,-4.4083
-5.5793,-1.3996,6.9567,-6.4196,-6.4196,7.8506,-3.6748,-4.8575
-5.7261,-1.4423,6.0988,-5.2564,-5.2564,6.4941,-3.8646,-4.5801
-5.4456,-1.8677,7.6464,-6.2378,-6.2378,7.0807,-4.1631,-4.5475
-5.0836,-1.8422,7.5157,-6.2352,-6.2352,7.27,-4.411,-5.0462
-4.8338,-1.63,8.2557,-6.5818,-6.5818,7.73,-3.6914,-5.1003
-4.8355,-1.4563,7.0423,-5.7382,-5.7382,7.2087,-3.3219,-4.4874
-4.988,-1.4796,8.1043,-6.4817,-6.4817,7.1889,-2.9854,-4.7135
-5.0787,-1.5342,5.814,-5.2082,-5.2082,6.861,-3.2922,-5.0346
