NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
-1.3178,-0.33233,32.058,-0.23286,-0.23286,35.966,-6.6171,-3.9536
-1.2247,1.5858,33.259,2.0682,2.0682,32.772,-6.7129,-4.2186
-1.4343,3.3244,30.323,1.3957,1.3957,24.538,-11.105,4.1827
-1.589,3.6333,26.031,2.5086,2.5086,20.537,-6.8863,5.33
-1.3898,3.7865,24.609,0.93445,0.93445,13.344,-6.179,3.2787
-1.5066,3.7923,25.757,1.647,1.647,12.342,5.4625,0.9242
-1.761,3.2628,30.479,3.4438,3.4438,15.209,-4.6476,6.413
-1.7346,3.6529,37.055,3.423,3.423,15.907,-5.0418,7.7017
-1.4908,3.8544,30.114,2.6548,2.6548,14.656,-5.8409,7.1142
-1.3373,3.5169,27.441,1.6922,1.6922,14.134,-7.9164,0.70258
-1.3695,3.0111,31.397,2.6235,2.6235,15.856,-6.1812,7.4142
-1.4322,3.6598,39.328,3.096,3.096,20.673,-7.1837,7.6969
-1.4622,3.7128,41.816,2.2164,2.2164,21.118,-1.8032,9.8507
-1.3466,3.6124,44.361,1.8547,1.8547,20.384,-9.2706,5.2706
-1.6211,3.7585,42.016,-0.008105,-0.008105,17.713,-7.9361,4.8785
-1.4184,4.6263,41.769,-0.27884,-0.27884,15.67,-9.6501,4.1348
-1.5383,5.129,37.12,-0.76355,-0.76355,12.666,-8.1674,2.9721
-1.4527,5.4159,33.795,-0.34638,-0.34638,11.248,5.2943,5.1695
-1.2549,6.1414,31.743,-0.8687,-0.8687,9.9358,-10.057,7.5417
-1.4293,6.6988,29.159,-1.1172,-1.1172,10.263,5.9361,3.7444
-1.1249,6.9465,28.714,-1.2141,-1.2141,6.9572,-8.0873,7.6812
-1.198,7.2067,27.321,-0.14776,-0.14776,6.6346,-2.5561,9.7347
-1.5569,7.2114,24.53,0.36492,0.36492,5.807,-9.2947,6.3533
-1.6174,7.0986,23.148,0.71199,0.71199,5.8765,-7.8423,5.0071
-1.6184,7.2964,24.175,0.15374,0.15374,6.34,-7.812,8.1517
-1.3388,7.4343,24.457,-1.373,-1.373,5.9559,-2.5227,9.767
-1.3789,7.4436,23.901,0.96361,0.96361,6.8046,-7.1675,7.3465
-1.5567,7.2985,20.757,1.5726,1.5726,5.9918,-8.632,1.483
