-1.22E+00,-1.22E+00,-1.22E+00,1.22E+00,1.22E+00,1.22E+00,,,
-1.52E+00,0,1.52E+00,1.52E+00,0,-1.52E+00,,,
,23.768497,67.890835,93.015212,5.468504,,0,2.52E+00,1
,26.398707,93.015212,67.890835,5.468504,,0,2.52E+00,1
,21.400345,21.400345,26.398707,6.073646,,0,3.52E+00,2
,17.348379,23.768497,21.400345,6.073646,,0,3.52E+00,2
,21.400345,19.268142,32.56451,6.073646,,0,4.52E+00,3
,21.400345,19.268142,29.319976,6.073646,,0,4.52E+00,3
,19.268142,21.400345,21.400345,6.073646,,0,5.52E+00,4
,19.268142,21.400345,21.400345,5.468504,,0,5.52E+00,4
,23.768497,21.400345,23.768497,5.468504,,0,6.52E+00,5
,26.398707,21.400345,23.768497,5.468504,,0,6.52E+00,5
,21.400345,19.268142,23.768497,6.073646,,0,5.52E+00,4
,23.768497,17.348379,23.768497,5.468504,,0,5.52E+00,4
,19.268142,29.319976,23.768497,4.923655,,0,4.52E+00,3
,21.400345,26.398707,26.398707,4.923655,,0,4.52E+00,3
,21.400345,17.348379,23.768497,5.468504,,0,3.52E+00,2
,17.348379,21.400345,23.768497,5.468504,,0,3.52E+00,2
,17.348379,17.348379,21.400345,5.468504,,0,2.52E+00,1
,19.268142,17.348379,23.768497,6.073646,,0,2.52E+00,1
,17.348379,21.400345,23.768497,5.468504,,0,2.52E+00,1
