-1.220000,-1.220000,-1.220000,1.220000,1.220000,1.220000
-1.520000,0.000000,1.520000,1.520000,0.000000,-1.520000
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-49.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-52.000000,-48.000000,-43.000000,0.000000,
-63.000000,-48.000000,-43.000000,0.000000,
-62.000000,-49.000000,-43.000000,0.000000,
-64.000000,-50.000000,-43.000000,0.000000,
