-1.220000,-1.220000,-1.220000,1.220000,1.220000,1.220000
-1.520000,0.000000,1.520000,1.520000,0.000000,-1.520000
-43.000000,-55.000000,-50.000000,
-43.000000,-55.000000,-74.000000,
-43.000000,-55.000000,-45.000000,
-43.000000,-55.000000,-54.000000,
-43.000000,-55.000000,-51.000000,
-43.000000,-61.000000,-52.000000,
-43.000000,-60.000000,-50.000000,
-43.000000,-65.000000,-51.000000,
-43.000000,-58.000000,-50.000000,
-43.000000,-58.000000,-50.000000,
-43.000000,-58.000000,-49.000000,
-43.000000,-58.000000,-49.000000,
-43.000000,-60.000000,-49.000000,
-43.000000,-61.000000,-50.000000,
-43.000000,-61.000000,-50.000000,
-43.000000,-61.000000,-50.000000,
-43.000000,-61.000000,-50.000000,
-43.000000,-56.000000,-50.000000,
-43.000000,-61.000000,-47.000000,
-43.000000,-62.000000,-48.000000,
-43.000000,-60.000000,-47.000000,
-43.000000,-58.000000,-47.000000,
-43.000000,-58.000000,-47.000000,
-43.000000,-57.000000,-49.000000,
-43.000000,-60.000000,-61.000000,
-43.000000,-68.000000,-55.000000,
-43.000000,-65.000000,-57.000000,
-43.000000,-67.000000,-55.000000,
-43.000000,-67.000000,-54.000000,
-43.000000,-65.000000,-57.000000,
-43.000000,-62.000000,-59.000000,
-43.000000,-65.000000,-58.000000,
-43.000000,-64.000000,-57.000000,
-43.000000,-65.000000,-54.000000,
-43.000000,-62.000000,-60.000000,
-43.000000,-62.000000,-66.000000,
-43.000000,-61.000000,-75.000000,
-43.000000,-58.000000,-59.000000,
-43.000000,-68.000000,-50.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-67.000000,-50.000000,
-43.000000,-67.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-66.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-65.000000,-50.000000,
-43.000000,-75.000000,-47.000000,
-43.000000,-67.000000,-49.000000,
-43.000000,-66.000000,-49.000000,
-43.000000,-67.000000,-50.000000,
-43.000000,-65.000000,-51.000000,
-43.000000,-63.000000,-51.000000,
-43.000000,-64.000000,-52.000000,
-43.000000,-63.000000,-52.000000,
-43.000000,-63.000000,-52.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-63.000000,-51.000000,
-43.000000,-64.000000,-51.000000,
-43.000000,-56.000000,-51.000000,
-43.000000,-55.000000,-50.000000,
