-1.220000,-1.220000,-1.220000,1.220000,1.220000,1.220000
-1.520000,0.000000,1.520000,1.520000,0.000000,-1.520000
-73.000000,-85.000000,
-73.000000,-87.000000,
-73.000000,-90.000000,
-73.000000,-84.000000,
-72.000000,-83.000000,
-72.000000,-82.000000,
-73.000000,-81.000000,
-72.000000,-83.000000,
-72.000000,-83.000000,
-72.000000,-83.000000,
-72.000000,-83.000000,
-72.000000,-87.000000,
-73.000000,-83.000000,
-72.000000,-83.000000,
-73.000000,-83.000000,
-72.000000,-82.000000,
-72.000000,-83.000000,
-72.000000,-82.000000,
-72.000000,-81.000000,
-72.000000,-80.000000,
-72.000000,-81.000000,
-72.000000,-81.000000,
-72.000000,-81.000000,
-72.000000,-81.000000,
-72.000000,-82.000000,
-72.000000,-83.000000,
-72.000000,-83.000000,
-72.000000,-87.000000,
-73.000000,-89.000000,
-73.000000,-86.000000,
-72.000000,-86.000000,
-73.000000,-88.000000,
-75.000000,-89.000000,
-77.000000,-90.000000,
-74.000000,-88.000000,
-74.000000,-86.000000,
-74.000000,-87.000000,
-74.000000,-88.000000,
-74.000000,-89.000000,
-74.000000,-88.000000,
-74.000000,-90.000000,
-74.000000,-91.000000,
-74.000000,-89.000000,
-73.000000,-91.000000,
-73.000000,-85.000000,
-73.000000,-88.000000,
-72.000000,-89.000000,
-72.000000,-88.000000,
-72.000000,-92.000000,
-72.000000,-85.000000,
-74.000000,-83.000000,
-73.000000,-89.000000,
-72.000000,-91.000000,
-72.000000,-92.000000,
-73.000000,-92.000000,
-73.000000,-90.000000,
-73.000000,-88.000000,
-74.000000,-89.000000,
-74.000000,-90.000000,
-74.000000,-90.000000,
-74.000000,-91.000000,
-74.000000,-91.000000,
-74.000000,-89.000000,
-74.000000,-89.000000,
-74.000000,-90.000000,
-74.000000,-86.000000,
-74.000000,-86.000000,
-74.000000,-84.000000,
-74.000000,-88.000000,
