,,1.22,1.22,1.22,-1.22,-1.22,-1.22,,,,,,,,,,
,,-1.52,0,1.52,1.52,0,-1.52,,,,,,,,,,
0,0,-88,-87,-70,-63,-56,-61,-2.22,0,,,,,,0,1,-2.22
0.263,0.004383333,-77,-88,-66,-67,-57,-60,-2.22,0,,,,,,0,1,-2.22
0.526,0.008766667,-74,-81,-64,-74,-57,-59,-2.22,0,,,,,,0,1,-2.22
0.789,0.01315,-72,-83,-65,-65,-56,-58,-2.22,0,,,,,,0,1,-2.22
1.052,0.017533333,-72,-81,-65,-70,-57,-58,-2.22,0,,,,,,0,1,-2.22
1.315,0.021916667,-72,-82,-66,-68,-55,-59,-2.22,0,,,,,,0,1,-2.22
1.578,0.0263,-71,-82,-67,-67,-55,-58,-2.22,0,,,,,,0,1,-2.22
1.841,0.030683333,-72,-83,-65,-71,-56,-58,-2.22,0,,,,,,0,1,-2.22
2.104,0.035066667,-73,-85,-65,-70,-55,-58,-2.22,0,,,,,,0,1,-2.22
2.367,0.03945,-73,-89,-65,-71,-56,-57,-2.22,0,,,,,,0,1,-2.22
2.63,0.043833333,-72,-87,-67,-72,-56,-57,-2.22,0,,,,,,0,1,-2.22
2.893,0.048216667,-73,-84,-67,-83,-55,-58,-2.22,0,,,,,,0,1,-2.22
3.156,0.0526,-74,-91,-66,-89,-55,-57,-2.22,0,,,,,,0,1,-2.22
3.419,0.056983333,-73,-87,-67,-92,-55,-57,-2.22,0,,,,,,0,1,-2.22
3.682,0.061366667,-73,-84,-67,-75,-54,-58,-2.22,0,,,,,,0,1,-2.22
3.945,0.06575,-73,-94,-67,-73,-55,-57,-2.22,0,,,,,,0,1,-2.22
4.208,0.070133333,-74,-89,-67,-75,-55,-57,-2.22,0,,,,,,0,1,-2.22
4.471,0.074516667,-72,-88,-67,-81,-55,-57,-2.22,0,,,,,,0,1,-2.22
4.734,0.0789,-72,-89,-67,-79,-54,-57,-2.22,0,,,,,,0,1,-2.22
4.997,0.083283333,-73,-90,-67,-81,-55,-57,-2.22,0,,,,,,0,1,-2.22
5.26,0.087666667,-74,-94,-67,-79,-55,-57,-2.22,0,,,,,,0,1,-2.22
5.523,0.09205,-73,-91,-67,-93,-55,-57,-2.22,0,,,,,,0,1,-2.22
5.786,0.096433333,-73,-92,-67,-81,-54,-57,-2.22,0,,,,,,0,1,-2.22
6.049,0.100816667,-73,-95,-67,-78,-55,-57,-2.22,0,,,,,,0,1,-2.22
6.312,0.1052,-73,-94,-67,-76,-55,-57,-2.22,0,,,,,,0,1,-2.22
6.575,0.109583333,-73,-91,-67,-75,-55,-57,-2.22,0,,,,,,0,1,-2.22
6.838,0.113966667,-73,-91,-67,-76,-55,-57,-2.22,0,,,,,,0,1,-2.22
7.101,0.11835,-73,-89,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
7.364,0.122733333,-74,-89,-67,-73,-55,-57,-2.22,0,,,,,,0,1,-2.22
7.627,0.127116667,-73,-89,-67,-75,-55,-57,-2.22,0,,,,,,0,1,-2.22
7.89,0.1315,-74,-91,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
8.153,0.135883333,-74,-91,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
8.416,0.140266667,-73,-91,-67,-75,-55,-57,-2.22,0,,,,,,0,1,-2.22
8.679,0.14465,-73,-91,-67,-76,-55,-57,-2.22,0,,,,,,0,1,-2.22
8.942,0.149033333,-74,-91,-67,-75,-55,-57,-2.22,0,,,,,,0,1,-2.22
9.205,0.153416667,-74,-89,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
9.468,0.1578,-74,-90,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
9.731,0.162183333,-74,-90,-67,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
9.994,0.166566667,-74,-91,-68,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
10.257,0.17095,-74,-91,-68,-74,-55,-57,-2.22,0,,,,,,0,1,-2.22
10.52,0.175333333,-74,-90,-68,-73,-55,-58,-2.22,0,,,,,,0,1,-2.22
10.783,0.179716667,-74,-91,-68,-73,-55,-58,-2.22,0,,,,,,0,1,-2.22
11.046,0.1841,-74,-88,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
11.309,0.188483333,-74,-87,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
11.572,0.192866667,-75,-87,-68,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
11.835,0.19725,-75,-89,-69,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
12.098,0.201633333,-75,-91,-69,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
12.361,0.206016667,-75,-91,-68,-71,-55,-59,-2.22,0,,,,,,0,1,-2.22
12.624,0.2104,-75,-90,-69,-70,-55,-59,-2.22,0,,,,,,0,1,-2.22
12.887,0.214783333,-74,-89,-68,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
13.15,0.219166667,-75,-94,-67,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
13.413,0.22355,-75,-93,-67,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
13.676,0.227933333,-74,-90,-67,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
13.939,0.232316667,-75,-91,-67,-72,-56,-58,-2.22,0,,,,,,0,1,-2.22
14.202,0.2367,-75,-91,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
14.465,0.241083333,-74,-91,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
14.728,0.245466667,-75,-91,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
14.991,0.24985,-75,-91,-68,-72,-55,-58,-2.22,0,,,,,,0,1,-2.22
15.254,0.254233333,-74,-89,-67,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
15.517,0.258616667,-74,-88,-67,-71,-55,-58,-2.22,0,,,,,,0,1,-2.22
15.78,0.263,-75,-86,-69,-70,-55,-58,-2.22,0,,,,,,0,1,-2.22
16.043,0.267383333,-76,-91,-69,-68,-56,-58,-2.22,0,,,,,,0,1,-2.22
16.306,0.271766667,-76,-92,-69,-68,-56,-59,-2.22,0,,,,,,0,1,-2.22
16.569,0.27615,-77,-92,-68,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
16.832,0.280533333,-76,-88,-68,-70,-55,-58,-2.22,0,,,,,,0,1,-2.22
17.095,0.284916667,-75,-87,-68,-71,-56,-58,-2.22,0,,,,,,0,1,-2.22
17.358,0.2893,-75,-90,-68,-71,-56,-58,-2.22,0,,,,,,0,1,-2.22
17.621,0.293683333,-76,-91,-69,-68,-55,-58,-2.22,0,,,,,,0,1,-2.22
17.884,0.298066667,-76,-90,-69,-68,-55,-58,-2.22,0,,,,,,0,1,-2.22
18.147,0.30245,-75,-91,-68,-69,-56,-58,-2.22,0,,,,,,0,1,-2.22
18.41,0.306833333,-75,-89,-68,-70,-55,-58,-2.22,0,,,,,,0,1,-2.22
18.673,0.311216667,-75,-91,-69,-69,-55,-58,-2.22,0,,,,,,0,1,-2.22
18.936,0.3156,-75,-91,-68,-70,-55,-58,-2.22,0,,,,,,0,1,-2.22
19.199,0.319983333,-75,-88,-68,-68,-55,-58,-2.22,0,,,,,,0,1,-2.22
19.462,0.324366667,-75,-88,-69,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
19.725,0.32875,-75,-87,-68,-68,-55,-59,-2.22,0,,,,,,0,1,-2.22
19.988,0.333133333,-75,-87,-68,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
20.251,0.337516667,-75,-87,-67,-68,-56,-59,-2.22,0,,,,,,0,1,-2.22
20.514,0.3419,-76,-85,-68,-70,-56,-59,-2.22,0,,,,,,0,1,-2.22
20.777,0.346283333,-76,-84,-69,-69,-56,-59,-2.22,0,,,,,,0,1,-2.22
21.04,0.350666667,-76,-88,-69,-68,-56,-59,-2.22,0,,,,,,0,1,-2.22
21.303,0.35505,-75,-88,-69,-68,-55,-59,-2.22,0,,,,,,0,1,-2.22
21.566,0.359433333,-75,-85,-69,-68,-55,-59,-2.22,0,,,,,,0,1,-2.22
21.829,0.363816667,-75,-86,-67,-68,-55,-59,-2.22,0,,,,,,0,1,-2.22
22.092,0.3682,-75,-87,-68,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
22.355,0.372583333,-75,-84,-69,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
22.618,0.376966667,-75,-85,-69,-69,-56,-58,-2.22,0,,,,,,0,1,-2.22
22.881,0.38135,-75,-85,-69,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
23.144,0.385733333,-75,-84,-69,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
23.407,0.390116667,-75,-86,-69,-69,-55,-59,-2.22,0,,,,,,0,1,-2.22
