-1.220000,-1.220000,-1.220000,1.220000,1.220000,1.220000
-1.520000,0.000000,1.520000,1.520000,0.000000,-1.520000
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-59.000000,-51.000000,-43.000000,0.000000,
-61.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-65.000000,-51.000000,-43.000000,0.000000,
-64.000000,-51.000000,-43.000000,0.000000,
-63.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
-62.000000,-51.000000,-43.000000,0.000000,
