,-1.22,-1.22,1.22,1.22,1.22,-1.22
,0,1.52,1.52,0,-1.52,-1.52
0,-63,-62,-64,-61,-79,-79
0.389,-61,-62,-66,-61,-81,-78
0.778,-62,-62,-66,-61,-81,-81
1.167,-59,-61,-62,-64,-76,-79
1.556,-60,-62,-63,-62,-79,-78
1.945,-60,-61,-63,-61,-80,-81
2.334,-61,-61,-62,-61,-80,-80
2.723,-60,-60,-64,-63,-77,-79
3.112,-61,-62,-65,-61,-75,-79
3.501,-61,-62,-66,-62,-74,-78
3.89,-61,-63,-65,-62,-73,-75
4.279,-62,-63,-66,-61,-72,-74
4.668,-62,-63,-66,-61,-72,-74
5.057,-62,-62,-67,-61,-72,-74
5.446,-62,-65,-67,-60,-74,-73
5.835,-62,-65,-67,-61,-73,-73
6.224,-63,-64,-63,-61,-73,-75
6.613,-62,-64,-64,-61,-73,-75
7.002,-62,-63,-64,-61,-73,-74
7.391,-62,-62,-64,-61,-74,-73
7.78,-63,-62,-62,-61,-73,-73
8.169,-64,-63,-61,-61,-71,-73
8.558,-63,-64,-60,-62,-70,-73
8.947,-72,-58,-64,-67,-72,-79
9.336,-69,-57,-59,-73,-72,-78
9.725,-67,-62,-64,-66,-71,-79
10.114,-65,-67,-60,-61,-71,-73
10.503,-63,-62,-60,-61,-71,-72
10.892,-63,-65,-60,-64,-71,-73
11.281,-65,-67,-59,-64,-72,-74
11.67,-64,-67,-59,-64,-71,-74
12.059,-64,-68,-60,-64,-71,-74
12.448,-64,-66,-60,-63,-72,-75
12.837,-62,-61,-67,-61,-72,-72
13.226,-61,-63,-63,-62,-74,-74
13.615,-60,-63,-64,-63,-73,-77
14.004,-60,-63,-64,-63,-73,-76
14.393,-60,-64,-65,-63,-72,-75
14.782,-60,-65,-65,-63,-72,-74
15.171,-60,-65,-64,-63,-73,-75
15.56,-60,-64,-64,-63,-72,-76
15.949,-60,-64,-64,-63,-73,-76
16.338,-61,-63,-64,-63,-72,-76
16.727,-61,-64,-64,-63,-72,-75
17.116,-60,-64,-65,-63,-74,-76
17.505,-61,-64,-64,-64,-72,-76
17.894,-61,-63,-64,-63,-73,-76
18.283,-61,-63,-64,-64,-75,-77
18.672,-60,-63,-64,-63,-74,-76
19.061,-60,-64,-64,-63,-74,-78
19.45,-61,-64,-64,-63,-74,-76
19.839,-61,-64,-64,-62,-71,-75
20.228,-61,-64,-64,-62,-72,-76
20.617,-61,-63,-65,-62,-72,-75
21.006,-61,-63,-65,-63,-73,-76
21.395,-61,-63,-65,-63,-72,-75
21.784,-60,-63,-65,-64,-73,-75
22.173,-60,-64,-65,-64,-73,-75
22.562,-60,-64,-64,-63,-70,-76
22.951,-59,-61,-66,-64,-73,-76
23.34,-59,-61,-65,-64,-74,-81
23.729,-59,-62,-65,-64,-72,-79
24.118,-59,-62,-65,-64,-72,-77
24.507,-59,-62,-64,-64,-73,-79
24.896,-59,-62,-64,-64,-75,-79
25.285,-60,-61,-64,-64,-74,-77
25.674,-60,-61,-64,-64,-73,-78
26.063,-59,-61,-64,-64,-73,-77
26.452,-59,-62,-64,-64,-72,-77
26.841,-59,-62,-65,-64,-72,-76
27.23,-60,-62,-64,-64,-72,-76
27.619,-60,-61,-65,-64,-72,-75
28.008,-60,-63,-67,-64,-74,-74
28.397,-60,-65,-65,-62,-72,-74
28.786,-61,-66,-61,-63,-72,-74
29.175,-61,-66,-62,-64,-72,-75
29.564,-62,-67,-63,-64,-72,-74
29.953,-61,-68,-64,-63,-71,-74
30.342,-61,-67,-64,-63,-72,-73
30.731,-62,-67,-64,-63,-72,-72
31.12,-62,-68,-64,-64,-72,-72
31.509,-62,-67,-64,-64,-72,-73
31.898,-62,-68,-64,-64,-71,-72
32.287,-62,-67,-64,-64,-72,-73
32.676,-62,-67,-64,-64,-71,-73
33.065,-62,-67,-64,-65,-72,-74
33.454,-62,-67,-65,-65,-71,-74
33.843,-62,-67,-65,-65,-72,-74
34.232,-62,-67,-65,-64,-71,-74
34.621,-62,-67,-66,-65,-71,-73
35.01,-63,-66,-66,-66,-71,-74
35.399,-62,-67,-66,-64,-70,-74
35.788,-62,-68,-64,-63,-70,-73
36.177,-62,-65,-63,-62,-72,-72
36.566,-60,-64,-61,-62,-74,-72
36.955,-61,-65,-62,-63,-74,-74
37.344,-60,-61,-64,-64,-76,-76
37.733,-60,-61,-64,-64,-76,-79
38.122,-60,-64,-64,-64,-74,-79
38.511,-60,-66,-63,-63,-74,-79
38.9,-60,-66,-64,-63,-74,-77
39.289,-60,-65,-63,-62,-73,-76
39.678,-61,-65,-63,-62,-72,-76
40.067,-60,-65,-63,-62,-72,-76
40.456,-60,-65,-63,-63,-73,-76
40.845,-60,-67,-63,-63,-72,-77
41.234,-60,-66,-63,-63,-74,-78
41.623,-60,-66,-63,-63,-73,-77
42.012,-60,-67,-63,-63,-73,-76
42.401,-60,-66,-64,-63,-73,-76
42.79,-60,-66,-64,-63,-73,-76
43.179,-60,-67,-63,-63,-72,-76
43.568,-61,-67,-63,-62,-72,-76
43.957,-61,-67,-63,-63,-72,-76
44.346,-60,-67,-63,-63,-72,-76
44.735,-60,-66,-64,-63,-72,-76
45.124,-60,-66,-63,-62,-72,-76
45.513,-60,-66,-64,-63,-72,-75
45.902,-60,-66,-64,-62,-72,-76
46.291,-60,-66,-64,-63,-72,-76
46.68,-60,-67,-64,-63,-72,-76
47.069,-60,-66,-64,-63,-72,-76
47.458,-61,-67,-64,-63,-72,-76
47.847,-60,-66,-64,-63,-72,-76
48.236,-60,-67,-64,-63,-72,-76
48.625,-60,-67,-64,-62,-72,-76
49.014,-60,-66,-64,-63,-72,-76
49.403,-60,-66,-64,-63,-72,-76
49.792,-60,-66,-64,-62,-72,-75
50.181,-60,-66,-64,-63,-72,-75
50.57,-60,-66,-65,-63,-72,-74
50.959,-60,-66,-64,-63,-72,-75
51.348,-60,-66,-64,-62,-72,-74
51.737,-60,-66,-64,-63,-72,-75
52.126,-60,-67,-64,-62,-72,-75
52.515,-60,-67,-64,-62,-72,-75
52.904,-60,-67,-64,-62,-72,-74
53.293,-60,-66,-64,-62,-72,-75
53.682,-60,-65,-64,-62,-72,-75
54.071,-60,-65,-64,-63,-72,-76
54.46,-60,-66,-65,-63,-72,-76
54.849,-60,-67,-65,-63,-72,-76
55.238,-60,-67,-65,-63,-72,-76
55.627,-60,-67,-65,-63,-72,-77
56.016,-60,-67,-64,-63,-72,-76
56.405,-60,-67,-64,-63,-72,-77
56.794,-60,-67,-64,-63,-72,-76
57.183,-60,-67,-65,-63,-72,-76
57.572,-60,-66,-64,-63,-72,-76
57.961,-61,-67,-65,-63,-72,-76
58.35,-60,-66,-65,-63,-72,-76
58.739,-60,-66,-65,-63,-72,-76
59.128,-60,-65,-64,-63,-72,-76
59.517,-60,-65,-65,-63,-72,-76
59.906,-60,-65,-65,-63,-72,-76
60.295,-60,-64,-65,-64,-72,-75
60.684,-60,-65,-65,-63,-72,-76
61.073,-60,-65,-66,-63,-72,-76
61.462,-60,-65,-65,-64,-72,-76
61.851,-60,-65,-65,-64,-72,-75
62.24,-60,-65,-65,-63,-72,-76
62.629,-60,-65,-65,-64,-72,-76
63.018,-60,-66,-65,-64,-72,-76
63.407,-60,-66,-64,-64,-72,-76
63.796,-60,-65,-65,-64,-72,-76
64.185,-60,-66,-65,-64,-72,-76
64.574,-60,-66,-65,-64,-72,-76
64.963,-60,-66,-65,-64,-72,-76
65.352,-60,-67,-64,-63,-72,-76
65.741,-60,-65,-64,-64,-72,-75
66.13,-60,-65,-65,-64,-72,-76
66.519,-60,-65,-65,-64,-72,-76
66.908,-60,-65,-65,-64,-72,-76
67.297,-60,-65,-65,-64,-72,-76
67.686,-60,-65,-65,-64,-72,-77
68.075,-60,-65,-64,-64,-72,-76
68.464,-60,-65,-65,-64,-72,-76
68.853,-60,-65,-65,-64,-72,-76
69.242,-60,-65,-65,-64,-72,-76
69.631,-60,-65,-65,-64,-72,-77
70.02,-60,-65,-65,-64,-72,-77
70.409,-60,-65,-65,-64,-72,-76
70.798,-60,-65,-65,-64,-71,-76
71.187,-60,-65,-66,-64,-72,-76
71.576,-60,-66,-65,-64,-72,-77
71.965,-60,-66,-65,-64,-72,-76
72.354,-60,-66,-65,-64,-72,-76
72.743,-60,-66,-65,-64,-72,-76
73.132,-60,-67,-65,-64,-72,-76
73.521,-60,-67,-65,-64,-72,-76
73.91,-60,-67,-64,-64,-72,-76
74.299,-60,-67,-65,-64,-72,-77
74.688,-60,-66,-65,-64,-72,-76
75.077,-60,-67,-65,-64,-72,-76
75.466,-60,-67,-65,-64,-72,-76
75.855,-60,-66,-65,-64,-72,-76
76.244,-60,-66,-64,-64,-72,-76
76.633,-60,-66,-65,-64,-72,-75
77.022,-60,-65,-65,-64,-72,-76
77.411,-59,-64,-64,-64,-73,-76
77.8,-60,-57,-61,-64,-78,-76
78.189,-62,-59,-57,-62,-74,-78
78.578,-70,-57,-61,-64,-75,-80
78.967,-65,-57,-60,-64,-72,-74
79.356,-66,-56,-61,-64,-71,-79
79.745,-66,-60,-63,-66,-77,-78
80.134,-65,-59,-65,-68,-85,-88
80.523,-67,-60,-66,-68,-88,-82
80.912,-67,-61,-68,-68,-80,-75
81.301,-66,-65,-64,-68,-76,-88
81.69,-70,-64,-62,-68,-75,-91
82.079,-70,-65,-61,-69,-79,-86
82.468,-65,-62,-64,-69,-82,-86
82.857,-65,-59,-65,-71,-79,-82
83.246,-65,-59,-66,-70,-74,-87
83.635,-66,-61,-65,-70,-72,-90
84.024,-65,-59,-67,-68,-71,-90
84.413,-65,-61,-66,-69,-72,-93
84.802,-65,-61,-66,-69,-71,-91
85.191,-65,-62,-65,-69,-70,-82
85.58,-65,-61,-65,-70,-72,-87
85.969,-65,-61,-66,-70,-71,-89
86.358,-65,-60,-66,-68,-70,-89
86.747,-65,-60,-66,-69,-71,-86
87.136,-65,-60,-67,-70,-70,-86
87.525,-65,-60,-67,-70,-71,-86
87.914,-65,-61,-67,-70,-71,-86
88.303,-65,-61,-67,-70,-72,-86
88.692,-65,-61,-67,-70,-71,-88
89.081,-65,-60,-66,-70,-71,-88
89.47,-65,-60,-67,-70,-71,-89
89.859,-65,-60,-66,-70,-72,-89
90.248,-65,-60,-67,-70,-72,-86
90.637,-65,-60,-66,-70,-71,-88
91.026,-65,-61,-66,-70,-71,-88
91.415,-65,-60,-66,-70,-71,-87
91.804,-65,-61,-67,-70,-71,-90
92.193,-65,-60,-67,-70,-71,-88
92.582,-65,-61,-67,-70,-71,-88
92.971,-65,-60,-67,-70,-72,-86
93.36,-65,-60,-67,-70,-71,-86
93.749,-65,-60,-67,-70,-72,-87
94.138,-65,-60,-66,-70,-72,-87
94.527,-64,-60,-67,-70,-71,-84
94.916,-65,-60,-67,-70,-71,-86
95.305,-65,-60,-67,-69,-71,-88
95.694,-65,-60,-67,-70,-71,-89
96.083,-64,-61,-67,-70,-72,-89
96.472,-65,-61,-67,-70,-71,-86
96.861,-65,-61,-67,-70,-71,-88
97.25,-65,-61,-66,-70,-72,-88
97.639,-65,-60,-67,-70,-71,-87
98.028,-65,-61,-67,-70,-72,-87
98.417,-65,-61,-68,-70,-72,-86
98.806,-65,-60,-67,-70,-72,-86
99.195,-65,-60,-67,-70,-72,-85
99.584,-65,-60,-67,-69,-72,-84
99.973,-65,-60,-67,-70,-72,-86
100.362,-65,-60,-67,-69,-72,-86
100.751,-65,-60,-67,-70,-72,-85
101.14,-65,-60,-67,-70,-71,-86
101.529,-65,-60,-67,-70,-72,-86
101.918,-65,-61,-67,-70,-72,-86
102.307,-65,-61,-66,-70,-72,-84
102.696,-65,-60,-67,-70,-72,-84
103.085,-65,-61,-67,-70,-72,-84
103.474,-65,-61,-67,-70,-72,-83
103.863,-65,-61,-67,-70,-72,-84
104.252,-65,-61,-67,-70,-72,-84
104.641,-65,-61,-67,-70,-72,-84
105.03,-65,-61,-67,-70,-72,-83
105.419,-65,-60,-66,-70,-72,-83
105.808,-65,-61,-66,-70,-72,-84
106.197,-65,-60,-67,-70,-72,-83
106.586,-65,-61,-67,-70,-72,-82
106.975,-65,-61,-67,-70,-72,-82
107.364,-65,-61,-67,-70,-72,-83
107.753,-65,-61,-67,-71,-72,-83
108.142,-65,-61,-67,-71,-72,-83
108.531,-65,-61,-67,-71,-72,-82
108.92,-65,-61,-67,-71,-72,-82
109.309,-65,-61,-67,-71,-72,-83
109.698,-65,-61,-67,-71,-72,-83
110.087,-65,-61,-67,-71,-72,-83
110.476,-65,-61,-67,-71,-72,-83
110.865,-65,-61,-67,-71,-72,-83
111.254,-65,-61,-67,-71,-72,-83
111.643,-65,-62,-67,-71,-72,-83
112.032,-64,-61,-66,-72,-72,-83
112.421,-65,-62,-67,-72,-72,-83
112.81,-65,-62,-66,-71,-72,-82
113.199,-65,-61,-67,-71,-72,-83
113.588,-65,-61,-67,-72,-72,-83
113.977,-65,-62,-67,-72,-72,-83
114.366,-65,-61,-66,-72,-72,-83
114.755,-65,-61,-67,-71,-72,-83
115.144,-65,-61,-67,-72,-72,-83
115.533,-65,-61,-68,-71,-72,-83
115.922,-65,-61,-67,-71,-72,-83
116.311,-65,-61,-67,-71,-72,-83
116.7,-65,-61,-67,-71,-72,-83
117.089,-65,-61,-67,-71,-72,-83
117.478,-65,-61,-67,-71,-72,-83
117.867,-65,-62,-67,-71,-72,-83
118.256,-65,-62,-67,-71,-72,-83
118.645,-65,-62,-67,-71,-72,-83
119.034,-65,-61,-67,-71,-70,-81
119.423,-65,-61,-67,-71,-72,-82
119.812,-65,-62,-67,-71,-72,-81
120.201,-65,-61,-67,-70,-72,-81
120.59,-65,-62,-67,-71,-72,-82
120.979,-65,-61,-67,-71,-72,-83
121.368,-65,-61,-67,-70,-72,-82
121.757,-65,-61,-67,-71,-73,-81
122.146,-65,-61,-67,-71,-72,-81
122.535,-65,-61,-67,-70,-72,-81
122.924,-65,-61,-67,-71,-72,-81
123.313,-65,-62,-67,-71,-73,-81
123.702,-65,-61,-66,-71,-73,-82
124.091,-65,-62,-66,-71,-72,-81
124.48,-65,-61,-67,-72,-72,-81
124.869,-65,-61,-67,-71,-73,-81
125.258,-65,-61,-67,-71,-73,-81
125.647,-65,-61,-67,-71,-72,-81
126.036,-65,-61,-66,-71,-72,-80
