,,-1.22,-1.22,1.22,1.22,1.22,-1.22,,,
,,0,1.52,1.52,0,-1.52,-1.52,,,
0,0,-63,-62,-64,-61,-79,-79,0,2.52,1
0.257,0.004283333,-61,-62,-66,-61,-81,-78,0,2.52,1
0.514,0.008566667,-62,-62,-66,-61,-81,-81,0,2.52,1
0.771,0.01285,-59,-61,-62,-64,-76,-79,0,2.52,1
1.028,0.017133333,-60,-62,-63,-62,-79,-78,0,2.52,1
1.285,0.021416667,-60,-61,-63,-61,-80,-81,0,2.52,1
1.542,0.0257,-61,-61,-62,-61,-80,-80,0,2.52,1
1.799,0.029983333,-60,-60,-64,-63,-77,-79,0,2.52,1
2.056,0.034266667,-61,-62,-65,-61,-75,-79,0,2.52,1
2.313,0.03855,-61,-62,-66,-62,-74,-78,0,2.52,1
2.57,0.042833333,-61,-63,-65,-62,-73,-75,0,2.52,1
2.827,0.047116667,-62,-63,-66,-61,-72,-74,0,2.52,1
3.084,0.0514,-62,-63,-66,-61,-72,-74,0,2.52,1
3.341,0.055683333,-62,-62,-67,-61,-72,-74,0,2.52,1
3.598,0.059966667,-62,-65,-67,-60,-74,-73,0,2.52,1
3.855,0.06425,-62,-65,-67,-61,-73,-73,0,2.52,1
4.112,0.068533333,-63,-64,-63,-61,-73,-75,0,2.52,1
4.369,0.072816667,-62,-64,-64,-61,-73,-75,0,2.52,1
4.626,0.0771,-62,-63,-64,-61,-73,-74,0,2.52,1
4.883,0.081383333,-62,-62,-64,-61,-74,-73,0,2.52,1
5.14,0.085666667,-63,-62,-62,-61,-73,-73,0,2.52,1
5.397,0.08995,-64,-63,-61,-61,-71,-73,0,2.52,1
5.654,0.094233333,-63,-64,-60,-62,-70,-73,0,2.52,1
5.911,0.098516667,-72,-58,-64,-67,-72,-79,0,2.52,1
6.168,0.1028,-69,-57,-59,-73,-72,-78,0,2.52,1
6.425,0.107083333,-67,-62,-64,-66,-71,-79,0,2.52,1
6.682,0.111366667,-65,-67,-60,-61,-71,-73,0,2.52,1
6.939,0.11565,-63,-62,-60,-61,-71,-72,0,2.52,1
7.196,0.119933333,-63,-65,-60,-64,-71,-73,0,2.52,1
7.453,0.124216667,-65,-67,-59,-64,-72,-74,0,2.52,1
7.71,0.1285,-64,-67,-59,-64,-71,-74,0,2.52,1
7.967,0.132783333,-64,-68,-60,-64,-71,-74,0,2.52,1
8.224,0.137066667,-64,-66,-60,-63,-72,-75,0,2.52,1
8.481,0.14135,-62,-61,-67,-61,-72,-72,0,2.52,1
8.738,0.145633333,-61,-63,-63,-62,-74,-74,0,2.52,1
8.995,0.149916667,-60,-63,-64,-63,-73,-77,0,2.52,1
9.252,0.1542,-60,-63,-64,-63,-73,-76,0,2.52,1
9.509,0.158483333,-60,-64,-65,-63,-72,-75,0,2.52,1
9.766,0.162766667,-60,-65,-65,-63,-72,-74,0,2.52,1
10.023,0.16705,-60,-65,-64,-63,-73,-75,0,2.52,1
10.28,0.171333333,-60,-64,-64,-63,-72,-76,0,2.52,1
10.537,0.175616667,-60,-64,-64,-63,-73,-76,0,2.52,1
10.794,0.1799,-61,-63,-64,-63,-72,-76,0,2.52,1
11.051,0.184183333,-61,-64,-64,-63,-72,-75,0,2.52,1
11.308,0.188466667,-60,-64,-65,-63,-74,-76,0,2.52,1
11.565,0.19275,-61,-64,-64,-64,-72,-76,0,2.52,1
11.822,0.197033333,-61,-63,-64,-63,-73,-76,0,2.52,1
12.079,0.201316667,-61,-63,-64,-64,-75,-77,0,2.52,1
12.336,0.2056,-60,-63,-64,-63,-74,-76,0,2.52,1
12.593,0.209883333,-60,-64,-64,-63,-74,-78,0,2.52,1
12.85,0.214166667,-61,-64,-64,-63,-74,-76,0,2.52,1
13.107,0.21845,-61,-64,-64,-62,-71,-75,0,2.52,1
13.364,0.222733333,-61,-64,-64,-62,-72,-76,0,2.52,1
13.621,0.227016667,-61,-63,-65,-62,-72,-75,0,2.52,1
13.878,0.2313,-61,-63,-65,-63,-73,-76,0,2.52,1
14.135,0.235583333,-61,-63,-65,-63,-72,-75,0,2.52,1
14.392,0.239866667,-60,-63,-65,-64,-73,-75,0,2.52,1
14.649,0.24415,-60,-64,-65,-64,-73,-75,0,2.52,1
14.906,0.248433333,-60,-64,-64,-63,-70,-76,0,2.52,1
15.163,0.252716667,-59,-61,-66,-64,-73,-76,0,2.52,1
15.42,0.257,-59,-61,-65,-64,-74,-81,0,2.52,1
15.677,0.261283333,-59,-62,-65,-64,-72,-79,0,2.52,1
15.934,0.265566667,-59,-62,-65,-64,-72,-77,0,2.52,1
16.191,0.26985,-59,-62,-64,-64,-73,-79,0,2.52,1
16.448,0.274133333,-59,-62,-64,-64,-75,-79,0,2.52,1
16.705,0.278416667,-60,-61,-64,-64,-74,-77,0,2.52,1
16.962,0.2827,-60,-61,-64,-64,-73,-78,0,2.52,1
17.219,0.286983333,-59,-61,-64,-64,-73,-77,0,2.52,1
17.476,0.291266667,-59,-62,-64,-64,-72,-77,0,2.52,1
17.733,0.29555,-59,-62,-65,-64,-72,-76,0,2.52,1
17.99,0.299833333,-60,-62,-64,-64,-72,-76,0,2.52,1
18.247,0.304116667,-60,-61,-65,-64,-72,-75,0,2.52,1
18.504,0.3084,-60,-63,-67,-64,-74,-74,0,2.52,1
18.761,0.312683333,-60,-65,-65,-62,-72,-74,0,2.52,1
19.018,0.316966667,-61,-66,-61,-63,-72,-74,0,2.52,1
19.275,0.32125,-61,-66,-62,-64,-72,-75,0,2.52,1
19.532,0.325533333,-62,-67,-63,-64,-72,-74,0,2.52,1
19.789,0.329816667,-61,-68,-64,-63,-71,-74,0,2.52,1
20.046,0.3341,-61,-67,-64,-63,-72,-73,0,2.52,1
20.303,0.338383333,-62,-67,-64,-63,-72,-72,0,2.52,1
20.56,0.342666667,-62,-68,-64,-64,-72,-72,0,2.52,1
20.817,0.34695,-62,-67,-64,-64,-72,-73,0,2.52,1
21.074,0.351233333,-62,-68,-64,-64,-71,-72,0,2.52,1
21.331,0.355516667,-62,-67,-64,-64,-72,-73,0,2.52,1
21.588,0.3598,-62,-67,-64,-64,-71,-73,0,2.52,1
21.845,0.364083333,-62,-67,-64,-65,-72,-74,0,2.52,1
22.102,0.368366667,-62,-67,-65,-65,-71,-74,0,2.52,1
22.359,0.37265,-62,-67,-65,-65,-72,-74,0,2.52,1
22.616,0.376933333,-62,-67,-65,-64,-71,-74,0,2.52,1
22.873,0.381216667,-62,-67,-66,-65,-71,-73,0,2.52,1
23.13,0.3855,-63,-66,-66,-66,-71,-74,0,2.52,1
23.387,0.389783333,-62,-67,-66,-64,-70,-74,0,2.52,1
23.644,0.394066667,-62,-68,-64,-63,-70,-73,0,2.52,1
23.901,0.39835,-62,-65,-63,-62,-72,-72,0,2.52,1
24.158,0.402633333,-60,-64,-61,-62,-74,-72,0,2.52,1
24.415,0.406916667,-61,-65,-62,-63,-74,-74,0,2.52,1
24.672,0.4112,-60,-61,-64,-64,-76,-76,0,2.52,1
24.929,0.415483333,-60,-61,-64,-64,-76,-79,0,2.52,1
25.186,0.419766667,-60,-64,-64,-64,-74,-79,0,2.52,1
25.443,0.42405,-60,-66,-63,-63,-74,-79,0,2.52,1
25.7,0.428333333,-60,-66,-64,-63,-74,-77,0,2.52,1
25.957,0.432616667,-60,-65,-63,-62,-73,-76,0,2.52,1
26.214,0.4369,-61,-65,-63,-62,-72,-76,0,2.52,1
26.471,0.441183333,-60,-65,-63,-62,-72,-76,0,2.52,1
26.728,0.445466667,-60,-65,-63,-63,-73,-76,0,2.52,1
26.985,0.44975,-60,-67,-63,-63,-72,-77,0,2.52,1
27.242,0.454033333,-60,-66,-63,-63,-74,-78,0,2.52,1
27.499,0.458316667,-60,-66,-63,-63,-73,-77,0,2.52,1
27.756,0.4626,-60,-67,-63,-63,-73,-76,0,2.52,1
28.013,0.466883333,-60,-66,-64,-63,-73,-76,0,2.52,1
28.27,0.471166667,-60,-66,-64,-63,-73,-76,0,2.52,1
28.527,0.47545,-60,-67,-63,-63,-72,-76,0,2.52,1
28.784,0.479733333,-61,-67,-63,-62,-72,-76,0,2.52,1
29.041,0.484016667,-61,-67,-63,-63,-72,-76,0,2.52,1
29.298,0.4883,-60,-67,-63,-63,-72,-76,0,2.52,1
29.555,0.492583333,-60,-66,-64,-63,-72,-76,0,2.52,1
29.812,0.496866667,-60,-66,-63,-62,-72,-76,0,2.52,1
30.069,0.50115,-60,-66,-64,-63,-72,-75,0,2.52,1
30.326,0.505433333,-60,-66,-64,-62,-72,-76,0,2.52,1
30.583,0.509716667,-60,-66,-64,-63,-72,-76,0,2.52,1
30.84,0.514,-60,-67,-64,-63,-72,-76,0,2.52,1
31.097,0.518283333,-60,-66,-64,-63,-72,-76,0,2.52,1
31.354,0.522566667,-61,-67,-64,-63,-72,-76,0,2.52,1
31.611,0.52685,-60,-66,-64,-63,-72,-76,0,2.52,1
31.868,0.531133333,-60,-67,-64,-63,-72,-76,0,2.52,1
32.125,0.535416667,-60,-67,-64,-62,-72,-76,0,2.52,1
32.382,0.5397,-60,-66,-64,-63,-72,-76,0,2.52,1
32.639,0.543983333,-60,-66,-64,-63,-72,-76,0,2.52,1
32.896,0.548266667,-60,-66,-64,-62,-72,-75,0,2.52,1
33.153,0.55255,-60,-66,-64,-63,-72,-75,0,2.52,1
33.41,0.556833333,-60,-66,-65,-63,-72,-74,0,2.52,1
33.667,0.561116667,-60,-66,-64,-63,-72,-75,0,2.52,1
33.924,0.5654,-60,-66,-64,-62,-72,-74,0,2.52,1
34.181,0.569683333,-60,-66,-64,-63,-72,-75,0,2.52,1
34.438,0.573966667,-60,-67,-64,-62,-72,-75,0,2.52,1
34.695,0.57825,-60,-67,-64,-62,-72,-75,0,2.52,1
34.952,0.582533333,-60,-67,-64,-62,-72,-74,0,2.52,1
35.209,0.586816667,-60,-66,-64,-62,-72,-75,0,2.52,1
35.466,0.5911,-60,-65,-64,-62,-72,-75,0,2.52,1
35.723,0.595383333,-60,-65,-64,-63,-72,-76,0,2.52,1
35.98,0.599666667,-60,-66,-65,-63,-72,-76,0,2.52,1
36.237,0.60395,-60,-67,-65,-63,-72,-76,0,2.52,1
36.494,0.608233333,-60,-67,-65,-63,-72,-76,0,2.52,1
36.751,0.612516667,-60,-67,-65,-63,-72,-77,0,2.52,1
37.008,0.6168,-60,-67,-64,-63,-72,-76,0,2.52,1
37.265,0.621083333,-60,-67,-64,-63,-72,-77,0,2.52,1
37.522,0.625366667,-60,-67,-64,-63,-72,-76,0,2.52,1
37.779,0.62965,-60,-67,-65,-63,-72,-76,0,2.52,1
38.036,0.633933333,-60,-66,-64,-63,-72,-76,0,2.52,1
38.293,0.638216667,-61,-67,-65,-63,-72,-76,0,2.52,1
38.55,0.6425,-60,-66,-65,-63,-72,-76,0,2.52,1
38.807,0.646783333,-60,-66,-65,-63,-72,-76,0,2.52,1
39.064,0.651066667,-60,-65,-64,-63,-72,-76,0,2.52,1
39.321,0.65535,-60,-65,-65,-63,-72,-76,0,2.52,1
39.578,0.659633333,-60,-65,-65,-63,-72,-76,0,2.52,1
39.835,0.663916667,-60,-64,-65,-64,-72,-75,0,2.52,1
40.092,0.6682,-60,-65,-65,-63,-72,-76,0,2.52,1
40.349,0.672483333,-60,-65,-66,-63,-72,-76,0,2.52,1
40.606,0.676766667,-60,-65,-65,-64,-72,-76,0,2.52,1
40.863,0.68105,-60,-65,-65,-64,-72,-75,0,2.52,1
41.12,0.685333333,-60,-65,-65,-63,-72,-76,0,2.52,1
41.377,0.689616667,-60,-65,-65,-64,-72,-76,0,2.52,1
41.634,0.6939,-60,-66,-65,-64,-72,-76,0,2.52,1
41.891,0.698183333,-60,-66,-64,-64,-72,-76,0,2.52,1
42.148,0.702466667,-60,-65,-65,-64,-72,-76,0,2.52,1
42.405,0.70675,-60,-66,-65,-64,-72,-76,0,2.52,1
42.662,0.711033333,-60,-66,-65,-64,-72,-76,0,2.52,1
42.919,0.715316667,-60,-66,-65,-64,-72,-76,0,2.52,1
43.176,0.7196,-60,-67,-64,-63,-72,-76,0,2.52,1
43.433,0.723883333,-60,-65,-64,-64,-72,-75,0,2.52,1
43.69,0.728166667,-60,-65,-65,-64,-72,-76,0,2.52,1
43.947,0.73245,-60,-65,-65,-64,-72,-76,0,2.52,1
44.204,0.736733333,-60,-65,-65,-64,-72,-76,0,2.52,1
44.461,0.741016667,-60,-65,-65,-64,-72,-76,0,2.52,1
44.718,0.7453,-60,-65,-65,-64,-72,-77,0,2.52,1
44.975,0.749583333,-60,-65,-64,-64,-72,-76,0,2.52,1
45.232,0.753866667,-60,-65,-65,-64,-72,-76,0,2.52,1
45.489,0.75815,-60,-65,-65,-64,-72,-76,0,2.52,1
45.746,0.762433333,-60,-65,-65,-64,-72,-76,0,2.52,1
46.003,0.766716667,-60,-65,-65,-64,-72,-77,0,2.52,1
46.26,0.771,-60,-65,-65,-64,-72,-77,0,2.52,1
46.517,0.775283333,-60,-65,-65,-64,-72,-76,0,2.52,1
46.774,0.779566667,-60,-65,-65,-64,-71,-76,0,2.52,1
47.031,0.78385,-60,-65,-66,-64,-72,-76,0,2.52,1
47.288,0.788133333,-60,-66,-65,-64,-72,-77,0,2.52,1
47.545,0.792416667,-60,-66,-65,-64,-72,-76,0,2.52,1
47.802,0.7967,-60,-66,-65,-64,-72,-76,0,2.52,1
48.059,0.800983333,-60,-66,-65,-64,-72,-76,0,2.52,1
48.316,0.805266667,-60,-67,-65,-64,-72,-76,0,2.52,1
48.573,0.80955,-60,-67,-65,-64,-72,-76,0,2.52,1
48.83,0.813833333,-60,-67,-64,-64,-72,-76,0,2.52,1
49.087,0.818116667,-60,-67,-65,-64,-72,-77,0,2.52,1
49.344,0.8224,-60,-66,-65,-64,-72,-76,0,2.52,1
49.601,0.826683333,-60,-67,-65,-64,-72,-76,0,2.52,1
49.858,0.830966667,-60,-67,-65,-64,-72,-76,0,2.52,1
50.115,0.83525,-60,-66,-65,-64,-72,-76,0,2.52,1
50.372,0.839533333,-60,-66,-64,-64,-72,-76,0,2.52,1
