,,-1.220000,-1.520000,,,-1.220000,0.000000,0.195063,0.003251,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
0.771724,0.012862,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-63.000000,
0.948030,0.015800,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-63.000000,
1.123506,0.018725,-60.000000,-66.000000,-59.000000,-67.000000,-55.000000,-64.000000,
1.283471,0.021391,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
1.444177,0.024070,-60.000000,-66.000000,-59.000000,-66.000000,-55.000000,-63.000000,
1.603777,0.026730,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-63.000000,
1.807028,0.030117,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
1.972163,0.032869,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-63.000000,
2.211303,0.036855,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
2.387524,0.039792,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
2.550600,0.042510,-61.000000,-65.000000,-59.000000,-66.000000,-55.000000,-63.000000,
2.723645,0.045394,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-63.000000,
2.923576,0.048726,-60.000000,-66.000000,-59.000000,-63.000000,-55.000000,-63.000000,
3.171288,0.052855,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
3.384143,0.056402,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
3.575999,0.059600,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
3.747730,0.062462,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-63.000000,
3.931087,0.065518,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-63.000000,
4.104523,0.068409,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
4.260976,0.071016,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-63.000000,
4.419751,0.073663,-60.000000,-65.000000,-59.000000,-68.000000,-55.000000,-64.000000,
4.595882,0.076598,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-63.000000,
4.850666,0.080844,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
5.046329,0.084105,-60.000000,-65.000000,-59.000000,-66.000000,-55.000000,-64.000000,
5.224937,0.087082,-60.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
5.414558,0.090243,-61.000000,-65.000000,-59.000000,-67.000000,-55.000000,-64.000000,
5.571222,0.092854,-60.000000,-63.000000,-58.000000,-68.000000,-55.000000,-64.000000,
5.752985,0.095883,-60.000000,-65.000000,-57.000000,-67.000000,-54.000000,-64.000000,
5.939540,0.098992,-59.000000,-65.000000,-58.000000,-68.000000,-55.000000,-64.000000,
6.139022,0.102317,-60.000000,-65.000000,-58.000000,-68.000000,-55.000000,-64.000000,
6.339919,0.105665,-60.000000,-65.000000,-58.000000,-68.000000,-55.000000,-64.000000,
6.548687,0.109145,-61.000000,-65.000000,-58.000000,-69.000000,-55.000000,-64.000000,
6.755697,0.112595,-59.000000,-65.000000,-58.000000,-70.000000,-55.000000,-64.000000,
6.916344,0.115272,-60.000000,-65.000000,-58.000000,-70.000000,-55.000000,-64.000000,
7.124188,0.118736,-59.000000,-64.000000,-58.000000,-68.000000,-54.000000,-64.000000,
7.363484,0.122725,-59.000000,-64.000000,-58.000000,-70.000000,-55.000000,-64.000000,
7.524626,0.125410,-59.000000,-64.000000,-58.000000,-70.000000,-54.000000,-64.000000,
7.685131,0.128086,-60.000000,-65.000000,-58.000000,-70.000000,-54.000000,-64.000000,
7.896939,0.131616,-60.000000,-65.000000,-58.000000,-70.000000,-54.000000,-64.000000,
8.054155,0.134236,-59.000000,-65.000000,-58.000000,-70.000000,-55.000000,-64.000000,
8.437863,0.140631,-59.000000,-65.000000,-58.000000,-70.000000,-54.000000,-64.000000,
