Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, stddevDist, avgAng, stddevAng, avgDistMax, stddevDistMax, avgAngMax, stddevAngMax
1.000000e-01,1,1.000000e-01,250,multinomial,6.949963e+00,2.734625e+00,-1.889624e+00,2.354026e-01,6.956232e+00,2.732500e+00,-1.890093e+00,2.366593e-01
1.000000e-01,1,1.000000e-01,250,systematic,6.432161e+00,3.584350e+00,-2.224625e+00,6.197842e-01,6.429127e+00,3.586545e+00,-2.227860e+00,6.162609e-01
1.000000e-01,1,1.000000e-01,250,stratified,8.657036e+00,3.314853e+00,-2.498392e+00,2.988415e-01,8.658674e+00,3.312395e+00,-2.499092e+00,2.983424e-01
1.000000e-01,1,1.000000e-01,250,residual,1.011201e+01,4.195023e+00,-2.568080e+00,2.313252e-01,1.011895e+01,4.187795e+00,-2.568833e+00,2.308038e-01
1.000000e-01,1,1.000000e-01,500,multinomial,8.505728e+00,3.579408e+00,-6.518189e-01,2.644373e+00,8.512005e+00,3.576221e+00,-7.346529e-01,2.624025e+00
1.000000e-01,1,1.000000e-01,500,systematic,5.966830e+00,3.292103e+00,-1.574106e+00,2.867646e-01,5.969958e+00,3.294814e+00,-1.573461e+00,2.883463e-01
1.000000e-01,1,1.000000e-01,500,stratified,6.609360e+00,3.041967e+00,-2.167083e+00,5.179935e-01,6.616811e+00,3.040318e+00,-2.165775e+00,5.206599e-01
1.000000e-01,1,1.000000e-01,500,residual,6.957022e+00,2.093788e+00,7.199243e-01,8.814451e-01,6.959673e+00,2.094949e+00,7.195156e-01,8.857372e-01
1.000000e-01,1,1.000000e-01,1000,multinomial,6.721012e+00,2.523182e+00,2.504989e-01,1.013465e+00,6.724900e+00,2.524620e+00,2.520387e-01,1.014743e+00
1.000000e-01,1,1.000000e-01,1000,systematic,7.706161e+00,2.073331e+00,-2.317835e+00,4.452392e-01,7.715441e+00,2.079836e+00,-2.314328e+00,4.676066e-01
1.000000e-01,1,1.000000e-01,1000,stratified,8.698601e+00,4.270716e+00,-1.876447e+00,3.227267e-01,8.699079e+00,4.262097e+00,-1.877794e+00,3.226125e-01
1.000000e-01,1,1.000000e-01,1000,residual,7.320190e+00,1.190231e+00,9.936000e-01,2.518286e+00,7.333156e+00,1.187955e+00,1.001418e+00,2.517950e+00
1.000000e-01,1,1.000000e-01,5000,multinomial,1.443008e+01,2.486627e+00,8.104096e-01,3.310987e-01,1.443526e+01,2.471773e+00,8.114017e-01,3.280111e-01
1.000000e-01,1,1.000000e-01,5000,systematic,8.088194e+00,2.729972e+00,2.365317e-01,4.187160e-01,8.096261e+00,2.725699e+00,2.337011e-01,4.174884e-01
1.000000e-01,1,1.000000e-01,5000,stratified,1.183470e+01,1.900503e+00,2.157475e+00,3.116323e-01,1.184265e+01,1.877452e+00,2.163169e+00,2.745436e-01
1.000000e-01,1,1.000000e-01,5000,residual,1.010945e+01,4.851114e+00,5.577048e-01,5.428916e-01,1.011762e+01,4.841391e+00,5.656184e-01,5.418302e-01
1.000000e-01,1,1.000000e-01,10000,multinomial,7.535386e+00,1.600696e+00,1.572036e+00,1.455447e+00,7.551110e+00,1.601786e+00,1.473316e+00,1.533979e+00
1.000000e-01,1,1.000000e-01,10000,systematic,7.330007e+00,1.757660e+00,9.996263e-01,8.965849e-01,7.346063e+00,1.745383e+00,1.009869e+00,8.950480e-01
1.000000e-01,1,1.000000e-01,10000,stratified,1.071255e+01,2.963743e+00,6.064900e-01,4.965920e-01,1.071919e+01,2.952644e+00,6.074737e-01,4.937897e-01
1.000000e-01,1,1.000000e-01,10000,residual,9.056991e+00,2.968872e+00,2.337320e-01,1.814977e+00,9.058605e+00,2.964450e+00,2.326164e-01,1.812316e+00
1.000000e-01,1,2.000000e-01,250,multinomial,1.160222e+01,3.487990e+00,-2.439422e+00,2.386621e-01,1.160940e+01,3.476623e+00,-2.438705e+00,2.568387e-01
1.000000e-01,1,2.000000e-01,250,systematic,9.308893e+00,5.331861e+00,4.089847e-01,1.165879e+00,9.316692e+00,5.329132e+00,4.073172e-01,1.167568e+00
1.000000e-01,1,2.000000e-01,250,stratified,7.591858e+00,1.295109e+00,1.012704e+00,2.396806e+00,7.578607e+00,1.316486e+00,9.475918e-01,2.405259e+00
1.000000e-01,1,2.000000e-01,250,residual,8.021955e+00,1.657904e+00,4.318037e-01,1.963968e+00,8.036044e+00,1.661859e+00,4.201208e-01,1.949878e+00
1.000000e-01,1,2.000000e-01,500,multinomial,6.978537e+00,2.005209e+00,-3.506691e-01,1.782329e+00,6.993764e+00,1.998107e+00,-3.479586e-01,1.761937e+00
1.000000e-01,1,2.000000e-01,500,systematic,8.543151e+00,2.157586e+00,2.854372e-01,2.854311e+00,8.560022e+00,2.148861e+00,1.707905e-01,2.843049e+00
1.000000e-01,1,2.000000e-01,500,stratified,1.265027e+01,5.299432e+00,2.432943e-01,2.000904e+00,1.266739e+01,5.285210e+00,3.506260e-01,1.957352e+00
1.000000e-01,1,2.000000e-01,500,residual,8.260228e+00,2.198667e+00,8.869496e-01,1.242188e+00,8.283384e+00,2.193371e+00,8.983659e-01,1.239813e+00
1.000000e-01,1,2.000000e-01,1000,multinomial,9.513679e+00,3.751894e+00,1.835256e+00,1.251849e+00,9.527310e+00,3.739824e+00,1.863471e+00,1.189759e+00
