Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, stddevDist, avgAng, stddevAng, avgDistMax, stddevDistMax, avgAngMax, stddevAngMax
1.000000e-01,1,1.000000e-01,250,multinomial,7.110579e+00,2.793980e+00,3.815857e-02,5.406223e-01,7.114538e+00,2.792983e+00,3.732767e-02,5.404965e-01
1.000000e-01,1,1.000000e-01,250,systematic,7.438589e+00,2.356715e+00,-7.387746e-01,4.189121e-01,7.449871e+00,2.352871e+00,-7.364346e-01,4.220933e-01
1.000000e-01,1,1.000000e-01,250,stratified,5.869257e+00,2.557261e+00,-1.211775e+00,1.892216e+00,5.875106e+00,2.553634e+00,-1.219954e+00,1.885067e+00
1.000000e-01,1,1.000000e-01,250,residual,6.379322e+00,1.465505e+00,2.327497e-01,1.076769e+00,6.382626e+00,1.457166e+00,2.334797e-01,1.077717e+00
1.000000e-01,1,1.000000e-01,500,multinomial,1.036578e+01,3.026108e+00,-1.215106e+00,2.186463e-01,1.038626e+01,3.015096e+00,-1.213719e+00,2.107154e-01
1.000000e-01,1,1.000000e-01,500,systematic,9.420792e+00,3.543983e+00,1.008867e+00,2.477068e+00,9.425204e+00,3.544617e+00,1.011512e+00,2.468172e+00
1.000000e-01,1,1.000000e-01,500,stratified,1.136452e+01,1.773786e+00,1.904763e+00,2.089438e+00,1.137073e+01,1.758631e+00,1.917252e+00,2.075310e+00
1.000000e-01,1,1.000000e-01,500,residual,7.617147e+00,1.569909e+00,1.358754e+00,1.807801e+00,7.640690e+00,1.537401e+00,1.411249e+00,1.765969e+00
1.000000e-01,1,1.000000e-01,1000,multinomial,7.228399e+00,2.171932e+00,1.212903e+00,1.871740e+00,7.243969e+00,2.163880e+00,1.214025e+00,1.881867e+00
1.000000e-01,1,1.000000e-01,1000,systematic,7.393358e+00,1.891334e+00,5.710548e-01,2.124767e+00,7.402000e+00,1.892801e+00,5.893490e-01,2.114394e+00
