NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
0.16501,0.42759,10.397,1.2895,1.2895,14.596,-3.6478,3.9379
-0.69508,-0.77818,3.0564,-0.48639,-0.48639,2.7808,-1.4187,-2.0475
-0.68949,-0.40747,2.3767,-0.33268,-0.33268,2.0303,-1.9144,-0.89134
-0.69938,-0.32829,2.1331,-0.23878,-0.23878,1.3613,-1.8119,-1.6134
-0.74458,-0.24636,2.3117,-0.32398,-0.32398,1.1784,0.10287,-2.8964
-0.81535,-0.16522,2.215,-0.31088,-0.31088,0.98033,-0.41367,-3.6048
-0.82664,-0.18202,1.9761,-0.27176,-0.27176,1.0322,-2.7352,-0.12738
-0.88686,-0.24187,2.1033,-0.20999,-0.20999,0.95973,0.61176,-1.3959
-1.1645,-0.29583,2.0959,-0.15555,-0.15555,0.80336,-2.6721,-2.7199
-1.2158,-0.32136,2.0751,-0.19433,-0.19433,0.82966,-2.4013,-1.18
-1.1342,-0.41021,2.1982,-0.090937,-0.090937,0.84486,-2.8386,-0.55387
-1.0754,-0.54139,2.2055,0.0032096,0.0032096,1.1072,-1.8836,0.25704
-1.3064,-0.48313,2.0156,0.070357,0.070357,0.87353,0.30429,-0.37492
-1.3679,-0.42869,1.9186,0.14144,0.14144,0.87831,-2.3773,-0.49129
-1.1942,-0.2738,1.774,0.15002,0.15002,0.85112,0.16924,0.1092
-1.1165,-0.2755,1.7933,0.13976,0.13976,0.8257,-2.8269,-0.23379
-1.2435,-0.32838,1.8012,0.20602,0.20602,0.74468,-2.7656,-0.41749
-1.2641,-0.2497,1.9731,0.20196,0.20196,0.73148,-2.9667,-0.78601
-1.2393,-0.2007,1.6592,0.13406,0.13406,0.62156,-3.1544,-1.7553
-1.195,-0.28505,1.7526,0.099503,0.099503,0.63859,-2.9444,-0.6792
-1.168,-0.2965,1.9073,0.097519,0.097519,0.56658,-2.7299,-0.29028
-1.1782,-0.3462,1.8825,0.12091,0.12091,0.67401,-2.5218,0.5212
-1.2617,-0.27886,1.6969,0.058242,0.058242,0.52009,-2.5591,-0.11442
-1.3132,-0.3078,1.9131,0.16744,0.16744,0.55964,-2.1718,0.32344
-1.2546,-0.32926,1.9029,0.10173,0.10173,0.59693,0.23184,-0.24819
