NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
-0.27678,0.36886,13.551,0.64511,0.64511,11.029,-1.0456,1.309
-1.3534,-0.56017,3.3741,-0.50977,-0.50977,3.8035,-1.2647,2.0395
-1.271,-0.30482,2.4285,-0.30079,-0.30079,2.1132,-2.5752,0.35652
-1.3833,-0.2489,2.2409,-0.27846,-0.27846,1.6461,-0.095587,0.61349
-1.6062,-0.30249,2.1744,-0.17024,-0.17024,1.3165,-2.8567,-0.18411
-1.7419,-0.18642,2.1115,-0.11248,-0.11248,1.0429,0.24429,0.41029
-1.7008,-0.18487,1.9173,0.070699,0.070699,0.96011,-2.7221,-0.028368
-1.8052,-0.15872,1.7538,0.071181,0.071181,0.8176,-0.37307,0.60452
-1.9048,-0.14849,1.5142,0.047125,0.047125,0.71926,-2.8864,-0.14218
-1.9836,-0.24848,1.3798,-0.00076107,-0.00076107,0.72395,-0.60808,0.48158
-2.0276,-0.3273,1.3936,0.099126,0.099126,0.77516,0.43423,-0.47564
-2.0479,-0.32032,1.4211,0.13891,0.13891,0.75876,-2.6789,0.39074
-2.0375,-0.32824,1.3497,0.085031,0.085031,0.7068,-2.9859,-0.98609
-2.0394,-0.3281,1.2677,0.12086,0.12086,0.73548,-2.9401,-0.59454
-1.9616,-0.23214,1.21,0.15902,0.15902,0.70585,-2.5935,0.089945
-1.9378,-0.25937,1.2654,0.14095,0.14095,0.69623,-3.0473,-0.38638
-1.9134,-0.27496,1.3141,0.17047,0.17047,0.73243,-2.7616,-0.42923
-1.8593,-0.32154,1.3498,0.15864,0.15864,0.78132,-2.1627,-0.80104
-1.8266,-0.24787,1.2567,0.18257,0.18257,0.70681,-2.5988,-0.17558
-1.8031,-0.26206,1.4025,0.17919,0.17919,0.76495,-2.4994,0.19733
-1.7516,-0.25972,1.419,0.18337,0.18337,0.74624,0.2939,-0.39628
-1.7248,-0.31037,1.4936,0.1426,0.1426,0.76498,-2.2931,0.43383
-1.6733,-0.29122,1.4349,0.13813,0.13813,0.77839,0.1592,-0.15654
-1.6721,-0.29854,1.5242,0.12263,0.12263,0.82709,-2.4533,-0.57902
-1.6561,-0.32606,1.5021,0.096004,0.096004,0.7734,-2.7342,-0.34733
