NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0
-1.0462,0.064655,8.8556,-1.355,-1.355,11.437,-2.2046,-4.5129
-1.4277,-0.33322,2.8918,-0.31991,-0.31991,3.6825,-3.5393,3.3333
-1.3594,-0.13804,2.1574,-0.17835,-0.17835,2.2705,-3.2686,-2.9334
-1.5013,-0.18865,1.9809,-0.15019,-0.15019,1.607,-2.9322,-2.5843
-1.5899,-0.22033,2.1318,-0.087802,-0.087802,1.3757,-2.9126,-2.9319
-1.6884,-0.16838,2.1456,-0.022693,-0.022693,0.94101,-3.119,-2.9721
-1.6723,-0.15093,1.8702,0.065249,0.065249,0.76918,-3.0529,-2.2814
-1.8236,-0.17137,1.8716,0.025666,0.025666,0.73792,0.17253,-0.44417
-1.9465,-0.17557,1.5756,0.055588,0.055588,0.59699,-0.037785,0.19473
-2.1129,-0.24394,1.3621,0.017013,0.017013,0.63168,-0.53914,0.24204
-2.1191,-0.341,1.4216,0.066124,0.066124,0.61885,-2.8556,-0.55109
-2.143,-0.33016,1.4208,0.10327,0.10327,0.62567,-0.49867,1.2621
-2.134,-0.34311,1.2625,0.074456,0.074456,0.5847,-2.7491,-0.36881
-2.1035,-0.35006,1.241,0.11855,0.11855,0.63416,-0.31765,0.74868
-2.0587,-0.27622,1.2302,0.14008,0.14008,0.6347,-3.3345,-1.4988
-2.1289,-0.30424,1.1166,0.15277,0.15277,0.61961,0.36848,-0.58046
-2.1608,-0.3334,1.0823,0.13348,0.13348,0.60837,-2.7294,-0.32877
-2.2183,-0.33998,0.98029,0.14752,0.14752,0.6037,0.055412,-0.1854
-2.1606,-0.32141,0.92565,0.15244,0.15244,0.54951,-2.5894,-0.21708
-2.2006,-0.33035,0.97575,0.13993,0.13993,0.62548,-0.71546,0.15294
-2.1901,-0.32909,0.96899,0.12834,0.12834,0.6349,-2.7429,-0.33868
-2.2015,-0.33544,0.95405,0.15882,0.15882,0.61441,-0.60597,0.22854
-2.1545,-0.30003,0.88153,0.18869,0.18869,0.57442,-2.6022,-0.19369
-2.1802,-0.30012,0.90641,0.19337,0.19337,0.64193,-0.25334,-0.84185
-2.1595,-0.32491,0.96734,0.18637,0.18637,0.69972,0.28364,-0.35236
